ID,所在场景ID,怪物名字,怪物ID,怪物数量,重生地点,重生周期(秒),阵营ID,首领,重生开始时间,重生结束时间,重生概率,胆量,团结,忠诚,愤怒1,愤怒2,备注,
2787,1,紫晶怪,20789,10,sys_401_15,10,0,0,0,24,1,1,1,1,30,70,,0
2788,1,花狸鼠,20790,10,sys_401_16,10,0,0,0,24,1,1,1,1,30,70,,0
2789,1,紫水妖,20791,10,sys_401_17,10,0,0,0,24,1,1,1,1,30,70,,0
2790,1,蓬尾玄狐,20792,10,sys_401_18,10,0,0,0,24,1,1,1,1,30,70,,0
2791,1,阿灵,20793,10,sys_401_19,10,0,0,0,24,1,1,1,1,30,70,,0
2792,1,黄金沙虫,20772,30,sys_402_1,10,0,0,0,24,1,1,1,1,30,70,,0
2793,1,带子狼,20773,30,sys_402_1,10,0,0,0,24,1,1,1,1,30,70,,0
2794,1,白翰赤,20774,40,sys_402_1,10,0,0,0,24,1,1,1,1,30,70,,0
2795,1,火岩怪,20775,30,sys_402_3,10,0,0,0,24,1,1,1,1,30,70,,0
2796,1,红斑沙虫,20776,30,sys_402_3,10,0,0,0,24,1,1,1,1,30,70,,0
2797,1,桃夭,20779,30,sys_402_3,10,0,0,0,24,1,1,1,1,30,70,,0
2798,1,沙石老怪,20780,1,sys_402_3,3600,0,0,0,24,1,1,1,1,30,70,,0
2799,1,鬼道,20777,30,sys_402_2,10,0,0,0,24,1,1,1,1,30,70,,0
2800,1,幻姬,20778,30,sys_402_2,10,0,0,0,24,1,1,1,1,30,70,,0
2801,1,狼窟老妖,20781,1,sys_402_2,3600,0,0,0,24,1,1,1,1,30,70,,0
2802,1,妖台,20797,30,sys_402_4,10,0,0,0,24,1,1,1,1,30,70,,0
2803,1,九尾狐狸,20798,30,sys_402_4,10,0,0,0,24,1,1,1,1,30,70,,0
2804,1,水晶雉鸡,20799,30,sys_402_4,10,0,0,0,24,1,1,1,1,30,70,,0
2805,1,血狱妖火,20800,20,sys_402_6,10,0,0,0,24,1,1,1,1,30,70,,0
2806,1,嗜血虫,20801,20,sys_402_6,10,0,0,0,24,1,1,1,1,30,70,,0
2807,1,天毒,20804,20,sys_402_6,10,0,0,0,24,1,1,1,1,30,70,,0
2808,1,妖狐灵灵,20805,1,sys_402_6,3600,0,0,0,24,1,1,1,1,30,70,,0
2809,1,甲骨怪,20802,30,sys_402_5,10,0,0,0,24,1,1,1,1,30,70,,0
2810,1,石林护兽,20803,30,sys_402_5,10,0,0,0,24,1,1,1,1,30,70,,0
2811,1,血池鬼道,20806,1,sys_402_5,3600,0,0,0,24,1,1,1,1,30,70,,0
2812,1,小二郎,20782,30,sys_403_1,10,0,0,0,24,1,1,1,1,30,70,,0
2813,1,独兽,20783,30,sys_403_1,10,0,0,0,24,1,1,1,1,30,70,,0
2814,1,朋蛇,20785,20,sys_403_1,10,0,0,0,24,1,1,1,1,30,70,,0
2815,1,幻灭妖姬,20814,1,sys_403_1,3600,0,0,0,24,1,1,1,1,30,70,,0
2816,1,朋蛇,20785,30,sys_403_5,10,0,0,0,24,1,1,1,1,30,70,,0
2817,1,虎头人,20784,30,sys_403_3,10,0,0,0,24,1,1,1,1,30,70,,0
2818,1,黑骑,20786,20,sys_403_3,10,0,0,0,24,1,1,1,1,30,70,,0
2819,1,黑骑,20786,20,sys_403_2,10,0,0,0,24,1,1,1,1,30,70,,0
2820,1,巫支祁,20787,20,sys_403_2,10,0,0,0,24,1,1,1,1,30,70,,0
2821,1,巫支岐,20788,20,sys_403_2,10,0,0,0,24,1,1,1,1,30,70,,0
2822,1,庚辰,20816,1,sys_403_2,7200,0,0,0,24,1,1,1,1,30,70,,0
2823,1,髑兽,20807,30,sys_403_4,10,0,0,0,24,1,1,1,1,30,70,,0
2824,1,烽骑,20808,30,sys_403_4,10,0,0,0,24,1,1,1,1,30,70,,0
2825,1,六手佛,20810,20,sys_403_4,10,0,0,0,24,1,1,1,1,30,70,,0
2826,1,护兽统领,20815,1,sys_403_4,3600,0,0,0,24,1,1,1,1,30,70,,0
2827,1,六手佛,20810,30,sys_403_6,10,0,0,0,24,1,1,1,1,30,70,,0
2828,1,骊野,20809,30,sys_403_6,10,0,0,0,24,1,1,1,1,30,70,,0
2829,1,裂佛,20811,10,sys_403_6,10,0,0,0,24,1,1,1,1,30,70,,0
2830,1,裂佛,20811,10,sys_403_5,10,0,0,0,24,1,1,1,1,30,70,,0
2831,1,槐树精,20812,30,sys_403_5,10,0,0,0,24,1,1,1,1,30,70,,0
2832,1,气鼓,20813,30,sys_403_5,10,0,0,0,24,1,1,1,1,30,70,,0
2833,1,地天吴,20817,1,sys_403_5,7200,0,0,0,24,1,1,1,1,30,70,,0
2834,1,噬魂兽,20828,30,sys_404_1,10,0,0,0,24,1,1,1,1,30,70,,0
2835,1,帝王龙,20829,30,sys_404_1,10,0,0,0,24,1,1,1,1,30,70,,0
2836,1,白文虎,20830,30,sys_404_1,10,0,0,0,24,1,1,1,1,30,70,,0
2837,1,祝融旄,20831,20,sys_404_1,10,0,0,0,24,1,1,1,1,30,70,,0
2838,1,祝融旄,20831,20,sys_404_3,10,0,0,0,24,1,1,1,1,30,70,,0
2839,1,大封尸,20832,30,sys_404_3,10,0,0,0,24,1,1,1,1,30,70,,0
2840,1,冰原巨人,20833,30,sys_404_3,10,0,0,0,24,1,1,1,1,30,70,,0
2841,1,后土伯,20834,20,sys_404_3,10,0,0,0,24,1,1,1,1,30,70,,0
2842,1,后土伯,20834,20,sys_404_2,10,0,0,0,24,1,1,1,1,30,70,,0
2843,1,封天冰兽,20835,40,sys_404_2,10,0,0,0,24,1,1,1,1,30,70,,0
2844,1,风后灵,20836,40,sys_404_2,10,0,0,0,24,1,1,1,1,30,70,,0
2845,1,禺疆后,20818,1,sys_404_2,7200,0,0,0,24,1,1,1,1,30,70,,0
2846,1,嗜腐兽,20837,30,sys_404_4,10,0,0,0,24,1,1,1,1,30,70,,0
2847,1,漳渊龙,20838,30,sys_404_4,10,0,0,0,24,1,1,1,1,30,70,,0
2848,1,浊泽旄,20839,30,sys_404_4,10,0,0,0,24,1,1,1,1,30,70,,0
2849,1,迅猛兽,20840,20,sys_404_4,10,0,0,0,24,1,1,1,1,30,70,,0
2850,1,迅猛兽,20840,20,sys_404_6,10,0,0,0,24,1,1,1,1,30,70,,0
2851,1,骸骨龙,20841,30,sys_404_6,10,0,0,0,24,1,1,1,1,30,70,,0
2852,1,太蚀尸,20842,30,sys_404_6,10,0,0,0,24,1,1,1,1,30,70,,0
2853,1,巨瘴兽,20843,20,sys_404_6,10,0,0,0,24,1,1,1,1,30,70,,0
2854,1,巨瘴兽,20843,20,sys_404_5,10,0,0,0,24,1,1,1,1,30,70,,0
2855,1,瘟土伯,20844,40,sys_404_5,10,0,0,0,24,1,1,1,1,30,70,,0
2856,1,沼泽怪,20845,40,sys_404_5,10,0,0,0,24,1,1,1,1,30,70,,0
2857,1,妖兽帝,20819,1,sys_404_5,7200,0,0,0,24,1,1,1,1,30,70,,0
2858,1,墓冢妖火,20006,6,sys_11_5,15,0,0,0,24,1,1,1,1,30,70,,0
2859,1,甲骨怪,20040,2,sys_71_4,15,0,0,0,24,1,1,1,1,30,70,,0
2860,1,石林护兽,20041,3,sys_71_5,15,0,0,0,24,1,1,1,1,30,70,,0
2861,1,水晶雉鸡,20037,6,sys_89_3,15,0,0,0,24,1,1,1,1,30,70,,0
2862,1,长尾妖鸡,20033,12,sys_89_2,15,0,0,0,24,1,1,1,1,30,70,,0
2863,1,紫水妖,20030,6,sys_89_5,15,0,0,0,24,1,1,1,1,30,70,,0
2864,1,紫晶怪,20028,8,sys_89_6,15,0,0,0,24,1,1,1,1,30,70,,0
2865,1,黄金沙虫,20772,10,sys_402_8,10,0,0,0,24,1,1,1,1,30,70,,0
2866,1,带子狼,20773,10,sys_402_8,10,0,0,0,24,1,1,1,1,30,70,,0
2867,1,带子狼,20773,10,sys_402_7,10,0,0,0,24,1,1,1,1,30,70,,0
2868,1,白翰赤,20774,10,sys_402_7,10,0,0,0,24,1,1,1,1,30,70,,0
2869,1,火岩怪,20775,10,sys_402_9,10,0,0,0,24,1,1,1,1,30,70,,0
2870,1,红斑沙虫,20776,10,sys_402_9,10,0,0,0,24,1,1,1,1,30,70,,0
2871,1,桃夭,20779,10,sys_402_9,10,0,0,0,24,1,1,1,1,30,70,,0
2872,1,鬼道,20777,10,sys_402_10,10,0,0,0,24,1,1,1,1,30,70,,0
2873,1,幻姬,20778,10,sys_402_10,10,0,0,0,24,1,1,1,1,30,70,,0
2874,1,鬼道,20777,10,sys_402_11,10,0,0,0,24,1,1,1,1,30,70,,0
2875,1,幻姬,20778,10,sys_402_11,10,0,0,0,24,1,1,1,1,30,70,,0
2876,1,妖台,20797,10,sys_402_12,10,0,0,0,24,1,1,1,1,30,70,,0
2877,1,九尾狐狸,20798,10,sys_402_12,10,0,0,0,24,1,1,1,1,30,70,,0
2878,1,水晶雉鸡,20799,10,sys_402_12,10,0,0,0,24,1,1,1,1,30,70,,0
2879,1,妖台,20797,10,sys_402_13,10,0,0,0,24,1,1,1,1,30,70,,0
2880,1,九尾狐狸,20798,10,sys_402_13,10,0,0,0,24,1,1,1,1,30,70,,0
2881,1,水晶雉鸡,20799,10,sys_402_13,10,0,0,0,24,1,1,1,1,30,70,,0
2882,1,甲骨怪,20802,10,sys_402_14,10,0,0,0,24,1,1,1,1,30,70,,0
2883,1,石林护兽,20803,10,sys_402_14,10,0,0,0,24,1,1,1,1,30,70,,0
2884,1,甲骨怪,20802,10,sys_402_15,10,0,0,0,24,1,1,1,1,30,70,,0
2885,1,石林护兽,20803,10,sys_402_15,10,0,0,0,24,1,1,1,1,30,70,,0
2886,1,血狱妖火,20800,10,sys_402_16,10,0,0,0,24,1,1,1,1,30,70,,0
2887,1,嗜血虫,20801,10,sys_402_16,10,0,0,0,24,1,1,1,1,30,70,,0
2888,1,天毒,20804,10,sys_402_16,10,0,0,0,24,1,1,1,1,30,70,,0
2889,1,血狱妖火,20800,5,sys_402_17,10,0,0,0,24,1,1,1,1,30,70,,0
2890,1,嗜血虫,20801,5,sys_402_17,10,0,0,0,24,1,1,1,1,30,70,,0
2891,1,天毒,20804,5,sys_402_17,10,0,0,0,24,1,1,1,1,30,70,,0
2892,1,血狱妖火,20800,5,sys_402_18,10,0,0,0,24,1,1,1,1,30,70,,0
2893,1,嗜血虫,20801,5,sys_402_18,10,0,0,0,24,1,1,1,1,30,70,,0
2894,1,天毒,20804,5,sys_402_18,10,0,0,0,24,1,1,1,1,30,70,,0
2895,1,小二郎,20782,10,sys_403_7,10,0,0,0,24,1,1,1,1,30,70,,0
2896,1,独兽,20783,10,sys_403_7,10,0,0,0,24,1,1,1,1,30,70,,0
2897,1,朋蛇,20785,10,sys_403_7,10,0,0,0,24,1,1,1,1,30,70,,0
2898,1,小二郎,20782,10,sys_403_8,10,0,0,0,24,1,1,1,1,30,70,,0
2899,1,独兽,20783,10,sys_403_8,10,0,0,0,24,1,1,1,1,30,70,,0
2900,1,朋蛇,20785,10,sys_403_8,10,0,0,0,24,1,1,1,1,30,70,,0
2901,1,朋蛇,20785,10,sys_403_9,10,0,0,0,24,1,1,1,1,30,70,,0
2902,1,虎头人,20784,10,sys_403_9,10,0,0,0,24,1,1,1,1,30,70,,0
2903,1,黑骑,20786,10,sys_403_9,10,0,0,0,24,1,1,1,1,30,70,,0
2904,1,黑骑,20786,10,sys_403_10,10,0,0,0,24,1,1,1,1,30,70,,0
2905,1,巫支祁,20787,10,sys_403_10,10,0,0,0,24,1,1,1,1,30,70,,0
2906,1,巫支岐,20788,10,sys_403_10,10,0,0,0,24,1,1,1,1,30,70,,0
2907,1,髑兽,20807,10,sys_403_12,10,0,0,0,24,1,1,1,1,30,70,,0
2908,1,烽骑,20808,10,sys_403_12,10,0,0,0,24,1,1,1,1,30,70,,0
2909,1,六手佛,20810,10,sys_403_12,10,0,0,0,24,1,1,1,1,30,70,,0
2910,1,裂佛,20811,10,sys_403_13,10,0,0,0,24,1,1,1,1,30,70,,0
2911,1,槐树精,20812,10,sys_403_13,10,0,0,0,24,1,1,1,1,30,70,,0
2912,1,气鼓,20813,10,sys_403_13,10,0,0,0,24,1,1,1,1,30,70,,0
2913,1,裂佛,20811,10,sys_403_14,10,0,0,0,24,1,1,1,1,30,70,,0
2914,1,槐树精,20812,10,sys_403_14,10,0,0,0,24,1,1,1,1,30,70,,0
2915,1,气鼓,20813,10,sys_403_14,10,0,0,0,24,1,1,1,1,30,70,,0
2916,1,虎头人,20784,10,sys_403_11,10,0,0,0,24,1,1,1,1,30,70,,0
2917,1,黑骑,20786,10,sys_403_11,10,0,0,0,24,1,1,1,1,30,70,,0
2918,1,六手佛,20810,10,sys_403_15,10,0,0,0,24,1,1,1,1,30,70,,0
2919,1,骊野,20809,10,sys_403_15,10,0,0,0,24,1,1,1,1,30,70,,0
2920,1,裂佛,20811,10,sys_403_15,10,0,0,0,24,1,1,1,1,30,70,,0
2921,1,九尾狐狸,20798,1,sys_71_6,15,0,0,0,24,1,1,1,1,30,70,,0
2922,1,漳渊龙,20067,5,sys_124_4,15,0,0,0,24,1,1,1,1,30,70,,0
2923,1,迅猛兽,20056,6,sys_124_4,15,0,0,0,24,1,1,1,1,30,70,,0
2924,1,漳渊龙,20067,6,sys_124_5,15,0,0,0,24,1,1,1,1,30,70,,0
2925,1,迅猛兽,20056,5,sys_124_5,15,0,0,0,24,1,1,1,1,30,70,,0
3087,1,红斑沙虫,20012,3,sys_21_4,15,0,0,0,24,1,1,1,1,30,70,,0
3088,1,桃夭,20015,4,sys_29_2,15,0,0,0,24,1,1,1,1,30,70,,0
3089,1,小二郎,20016,2,sys_43_15,15,0,0,0,24,1,1,1,1,30,70,,0
3090,1,小二郎,20016,3,sys_41_2,15,0,0,0,24,1,1,1,1,30,70,,0
3091,1,幻姬,20014,3,sys_30_3,15,0,0,0,24,1,1,1,1,30,70,,0
3092,1,小二郎,20016,2,sys_34_2,15,0,0,0,24,1,1,1,1,30,70,,0
3093,1,裂佛,20047,1,sys_56_4,15,0,0,0,24,1,1,1,1,30,70,,0
3094,1,裂佛,20047,1,sys_58_3,15,0,0,0,24,1,1,1,1,30,70,,0
3095,1,髑兽,20043,2,sys_61_2,15,0,0,0,24,1,1,1,1,30,70,,0
3096,1,[任务]地魔,20942,1,sys_128_2,300,0,0,0,24,1,1,1,1,30,70,,0
3097,1,[任务]天尊,20943,1,sys_122_2,300,0,0,0,24,1,1,1,1,30,70,,0
3098,1,[任务]仙子,20944,1,sys_125_2,300,0,0,0,24,1,1,1,1,30,70,,0
3099,1,[任务]武神,20945,1,sys_103_1,300,0,0,0,24,1,1,1,1,30,70,,0
3344,1,青铜矿,21082,1,sys_12_1,120,0,0,0,24,1,1,1,1,30,70,,0
3345,1,青铜矿,21082,1,sys_12_2,120,0,0,0,24,1,1,1,1,30,70,,0
3346,1,青铜矿,21082,1,sys_12_3,120,0,0,0,24,1,1,1,1,30,70,,0
3347,1,青铜矿,21082,1,sys_12_7,120,0,0,0,24,1,1,1,1,30,70,,0
3348,1,青铜矿,21082,2,sys_13_3,120,0,0,0,24,1,1,1,1,30,70,,0
3349,1,青铜矿,21082,2,sys_13_4,120,0,0,0,24,1,1,1,1,30,70,,0
3350,1,青铜矿,21082,2,sys_14_1,120,0,0,0,24,1,1,1,1,30,70,,0
3351,1,青铜矿,21082,2,sys_15_1,120,0,0,0,24,1,1,1,1,30,70,,0
3352,1,青铜矿,21082,2,sys_15_2,120,0,0,0,24,1,1,1,1,30,70,,0
3353,1,青铜矿,21082,1,sys_16_2,120,0,0,0,24,1,1,1,1,30,70,,0
3354,1,青铜矿,21082,1,sys_16_3,120,0,0,0,24,1,1,1,1,30,70,,0
3355,1,青铜矿,21082,4,sys_16_4,120,0,0,0,24,1,1,1,1,30,70,,0
3356,1,青铜矿,21082,2,sys_21_2,120,0,0,0,24,1,1,1,1,30,70,,0
3357,1,青铜矿,21082,2,sys_27_2,120,0,0,0,24,1,1,1,1,30,70,,0
3358,1,青铜矿,21082,2,sys_28_1,120,0,0,0,24,1,1,1,1,30,70,,0
3359,1,青铜矿,21082,2,sys_22_3,120,0,0,0,24,1,1,1,1,30,70,,0
3360,1,青铜矿,21082,2,sys_22_4,120,0,0,0,24,1,1,1,1,30,70,,0
3361,1,青铜矿,21082,1,sys_22_8,120,0,0,0,24,1,1,1,1,30,70,,0
3362,1,青铜矿,21082,1,sys_23_1,120,0,0,0,24,1,1,1,1,30,70,,0
3363,1,青铜矿,21082,1,sys_23_2,120,0,0,0,24,1,1,1,1,30,70,,0
3364,1,青铜矿,21082,1,sys_25_2,120,0,0,0,24,1,1,1,1,30,70,,0
3365,1,青铜矿,21082,1,sys_25_3,120,0,0,0,24,1,1,1,1,30,70,,0
3366,1,青铜矿,21082,1,sys_25_4,120,0,0,0,24,1,1,1,1,30,70,,0
3367,1,青铜矿,21082,2,sys_25_5,120,0,0,0,24,1,1,1,1,30,70,,0
3368,1,青铜矿,21082,1,sys_25_6,120,0,0,0,24,1,1,1,1,30,70,,0
3369,1,青铜矿,21082,1,sys_25_7,120,0,0,0,24,1,1,1,1,30,70,,0
3370,1,青铜矿,21082,1,sys_79_1,120,0,0,0,24,1,1,1,1,30,70,,0
3371,1,青铜矿,21082,1,sys_79_4,120,0,0,0,24,1,1,1,1,30,70,,0
3372,1,青铜矿,21082,2,sys_79_5,120,0,0,0,24,1,1,1,1,30,70,,0
3373,1,青铜矿,21082,2,sys_80_1,120,0,0,0,24,1,1,1,1,30,70,,0
3374,1,青铜矿,21082,2,sys_81_1,120,0,0,0,24,1,1,1,1,30,70,,0
3375,1,青铜矿,21082,1,sys_82_1,120,0,0,0,24,1,1,1,1,30,70,,0
3376,1,青铜矿,21082,2,sys_83_1,120,0,0,0,24,1,1,1,1,30,70,,0
3377,1,青铜矿,21082,1,sys_83_4,120,0,0,0,24,1,1,1,1,30,70,,0
3378,1,青铜矿,21082,2,sys_84_1,120,0,0,0,24,1,1,1,1,30,70,,0
3379,1,青铜矿,21082,2,sys_84_2,120,0,0,0,24,1,1,1,1,30,70,,0
3380,1,青铜矿,21082,1,sys_85_1,120,0,0,0,24,1,1,1,1,30,70,,0
3381,1,青铜矿,21082,1,sys_86_1,120,0,0,0,24,1,1,1,1,30,70,,0
3382,1,青铜矿,21082,2,sys_87_1,120,0,0,0,24,1,1,1,1,30,70,,0
3383,1,青铜矿,21082,2,sys_73_1,120,0,0,0,24,1,1,1,1,30,70,,0
3384,1,青铜矿,21082,2,sys_74_2,120,0,0,0,24,1,1,1,1,30,70,,0
3385,1,青铜矿,21082,2,sys_74_3,120,0,0,0,24,1,1,1,1,30,70,,0
3386,1,青铜矿,21082,1,sys_74_4,120,0,0,0,24,1,1,1,1,30,70,,0
3387,1,青铜矿,21082,2,sys_75_1,120,0,0,0,24,1,1,1,1,30,70,,0
3388,1,青铜矿,21082,2,sys_75_2,120,0,0,0,24,1,1,1,1,30,70,,0
3389,1,青铜矿,21082,1,sys_75_3,120,0,0,0,24,1,1,1,1,30,70,,0
3390,1,青铜矿,21082,2,sys_76_1,120,0,0,0,24,1,1,1,1,30,70,,0
3391,1,青铜矿,21082,1,sys_76_2,120,0,0,0,24,1,1,1,1,30,70,,0
3392,1,青铜矿,21082,1,sys_76_3,120,0,0,0,24,1,1,1,1,30,70,,0
3393,1,青铜矿,21082,1,sys_77_1,120,0,0,0,24,1,1,1,1,30,70,,0
3394,1,青铜矿,21082,2,sys_78_1,120,0,0,0,24,1,1,1,1,30,70,,0
3395,1,青铜矿,21082,1,sys_78_2,120,0,0,0,24,1,1,1,1,30,70,,0
3396,1,精铁矿,21083,1,sys_29_1,120,0,0,0,24,1,1,1,1,30,70,,0
3397,1,精铁矿,21083,2,sys_30_1,120,0,0,0,24,1,1,1,1,30,70,,0
3398,1,精铁矿,21083,1,sys_30_2,120,0,0,0,24,1,1,1,1,30,70,,0
3399,1,精铁矿,21083,1,sys_31_1,120,0,0,0,24,1,1,1,1,30,70,,0
3400,1,精铁矿,21083,1,sys_31_2,120,0,0,0,24,1,1,1,1,30,70,,0
3401,1,精铁矿,21083,2,sys_31_3,120,0,0,0,24,1,1,1,1,30,70,,0
3402,1,精铁矿,21083,1,sys_32_1,120,0,0,0,24,1,1,1,1,30,70,,0
3403,1,精铁矿,21083,1,sys_32_2,120,0,0,0,24,1,1,1,1,30,70,,0
3404,1,精铁矿,21083,1,sys_32_3,120,0,0,0,24,1,1,1,1,30,70,,0
3405,1,精铁矿,21083,2,sys_33_2,120,0,0,0,24,1,1,1,1,30,70,,0
3406,1,精铁矿,21083,4,sys_34_1,120,0,0,0,24,1,1,1,1,30,70,,0
3407,1,精铁矿,21083,2,sys_35_1,120,0,0,0,24,1,1,1,1,30,70,,0
3408,1,精铁矿,21083,1,sys_36_1,120,0,0,0,24,1,1,1,1,30,70,,0
3409,1,精铁矿,21083,2,sys_37_1,120,0,0,0,24,1,1,1,1,30,70,,0
3410,1,精铁矿,21083,2,sys_39_1,120,0,0,0,24,1,1,1,1,30,70,,0
3411,1,精铁矿,21083,2,sys_40_1,120,0,0,0,24,1,1,1,1,30,70,,0
3412,1,精铁矿,21083,2,sys_41_1,120,0,0,0,24,1,1,1,1,30,70,,0
3413,1,精铁矿,21083,2,sys_42_1,120,0,7,0,24,1,1,1,1,30,70,,0
3414,1,精铁矿,21083,2,sys_44_2,120,0,0,0,24,1,1,1,1,30,70,,0
3415,1,精铁矿,21083,2,sys_44_3,120,0,0,0,24,1,1,1,1,30,70,,0
3416,1,精铁矿,21083,1,sys_43_8,120,0,0,0,24,1,1,1,1,30,70,,0
3417,1,精铁矿,21083,1,sys_43_9,120,0,0,0,24,1,1,1,1,30,70,,0
3418,1,精铁矿,21083,1,sys_43_10,120,0,0,0,24,1,1,1,1,30,70,,0
3419,1,精铁矿,21083,1,sys_43_11,120,0,0,0,24,1,1,1,1,30,70,,0
3420,1,精铁矿,21083,1,sys_43_12,120,0,0,0,24,1,1,1,1,30,70,,0
3421,1,精铁矿,21083,1,sys_43_13,120,0,0,0,24,1,1,1,1,30,70,,0
3422,1,精铁矿,21083,2,sys_65_1,120,0,0,0,24,1,1,1,1,30,70,,0
3423,1,精铁矿,21083,1,sys_66_1,120,0,0,0,24,1,1,1,1,30,70,,0
3424,1,精铁矿,21083,1,sys_67_1,120,0,0,0,24,1,1,1,1,30,70,,0
3425,1,精铁矿,21083,2,sys_67_2,120,0,0,0,24,1,1,1,1,30,70,,0
3426,1,精铁矿,21083,2,sys_68_1,120,0,0,0,24,1,1,1,1,30,70,,0
3427,1,精铁矿,21083,2,sys_68_2,120,0,0,0,24,1,1,1,1,30,70,,0
3428,1,精铁矿,21083,2,sys_69_1,120,0,0,0,24,1,1,1,1,30,70,,0
3429,1,精铁矿,21083,2,sys_69_2,120,0,0,0,24,1,1,1,1,30,70,,0
3430,1,精铁矿,21083,2,sys_69_3,120,0,0,0,24,1,1,1,1,30,70,,0
3431,1,精铁矿,21083,2,sys_70_1,120,0,0,0,24,1,1,1,1,30,70,,0
3432,1,精铁矿,21083,2,sys_70_2,120,0,0,0,24,1,1,1,1,30,70,,0
3433,1,精铁矿,21083,1,sys_55_1,120,0,0,0,24,1,1,1,1,30,70,,0
3434,1,精铁矿,21083,1,sys_56_1,120,0,0,0,24,1,1,1,1,30,70,,0
3435,1,精铁矿,21083,1,sys_57_1,120,0,0,0,24,1,1,1,1,30,70,,0
3436,1,精铁矿,21083,1,sys_58_1,120,0,0,0,24,1,1,1,1,30,70,,0
3437,1,精铁矿,21083,2,sys_59_1,120,0,0,0,24,1,1,1,1,30,70,,0
3438,1,精铁矿,21083,1,sys_59_2,120,0,0,0,24,1,1,1,1,30,70,,0
3439,1,精铁矿,21083,3,sys_60_1,120,0,0,0,24,1,1,1,1,30,70,,0
3440,1,精铁矿,21083,1,sys_60_2,120,0,0,0,24,1,1,1,1,30,70,,0
3441,1,精铁矿,21083,3,sys_61_1,120,0,0,0,24,1,1,1,1,30,70,,0
3442,1,精铁矿,21083,1,sys_62_1,120,0,0,0,24,1,1,1,1,30,70,,0
3443,1,精铁矿,21083,2,sys_63_1,120,0,0,0,24,1,1,1,1,30,70,,0
3444,1,精铁矿,21083,3,sys_64_1,120,0,0,0,24,1,1,1,1,30,70,,0
3445,1,云银矿,21084,3,sys_45_1,120,0,0,0,24,1,1,1,1,30,70,,0
3446,1,云银矿,21084,2,sys_46_1,120,0,0,0,24,1,1,1,1,30,70,,0
3447,1,云银矿,21084,3,sys_48_1,120,0,0,0,24,1,1,1,1,30,70,,0
3448,1,云银矿,21084,3,sys_49_1,120,0,0,0,24,1,1,1,1,30,70,,0
3449,1,云银矿,21084,2,sys_50_1,120,0,0,0,24,1,1,1,1,30,70,,0
3450,1,云银矿,21084,2,sys_51_1,120,0,0,0,24,1,1,1,1,30,70,,0
3451,1,云银矿,21084,1,sys_53_1,120,0,0,0,24,1,1,1,1,30,70,,0
3452,1,云银矿,21084,1,sys_54_1,120,0,0,0,24,1,1,1,1,30,70,,0
3453,1,云银矿,21084,1,sys_47_1,120,0,0,0,24,1,1,1,1,30,70,,0
3454,1,云银矿,21084,1,sys_49_2,120,0,0,0,24,1,1,1,1,30,70,,0
3455,1,云银矿,21084,1,sys_52_1,120,0,0,0,24,1,1,1,1,30,70,,0
3456,1,云银矿,21084,2,sys_100_1,120,0,0,0,24,1,1,1,1,30,70,,0
3457,1,云银矿,21084,2,sys_100_2,120,0,0,0,24,1,1,1,1,30,70,,0
3458,1,云银矿,21084,2,sys_100_3,120,0,0,0,24,1,1,1,1,30,70,,0
3459,1,云银矿,21084,2,sys_100_4,120,0,0,0,24,1,1,1,1,30,70,,0
3460,1,云银矿,21084,2,sys_100_5,120,0,0,0,24,1,1,1,1,30,70,,0
3461,1,云银矿,21084,1,sys_101_1,120,0,0,0,24,1,1,1,1,30,70,,0
3462,1,云银矿,21084,1,sys_101_3,120,0,0,0,24,1,1,1,1,30,70,,0
3463,1,云银矿,21084,1,sys_102_1,120,0,0,0,24,1,1,1,1,30,70,,0
3464,1,云银矿,21084,1,sys_102_2,120,0,0,0,24,1,1,1,1,30,70,,0
3465,1,云银矿,21084,1,sys_102_3,120,0,0,0,24,1,1,1,1,30,70,,0
3466,1,云银矿,21084,1,sys_103_1,120,0,0,0,24,1,1,1,1,30,70,,0
3467,1,云银矿,21084,1,sys_104_3,120,0,0,0,24,1,1,1,1,30,70,,0
3468,1,云银矿,21084,1,sys_104_4,120,0,0,0,24,1,1,1,1,30,70,,0
3469,1,云银矿,21084,1,sys_104_5,120,0,0,0,24,1,1,1,1,30,70,,0
3470,1,云银矿,21084,1,sys_105_1,120,0,0,0,24,1,1,1,1,30,70,,0
3471,1,云银矿,21084,2,sys_123_3,120,0,0,0,24,1,1,1,1,30,70,,0
3472,1,云银矿,21084,2,sys_123_5,120,0,0,0,24,1,1,1,1,30,70,,0
3473,1,云银矿,21084,2,sys_123_6,120,0,0,0,24,1,1,1,1,30,70,,0
3474,1,云银矿,21084,2,sys_123_7,120,0,0,0,24,1,1,1,1,30,70,,0
3475,1,云银矿,21084,2,sys_124_3,120,0,0,0,24,1,1,1,1,30,70,,0
3476,1,云银矿,21084,2,sys_125_1,120,0,0,0,24,1,1,1,1,30,70,,0
3477,1,云银矿,21084,2,sys_125_2,120,0,0,0,24,1,1,1,1,30,70,,0
3478,1,云银矿,21084,2,sys_125_3,120,0,0,0,24,1,1,1,1,30,70,,0
3479,1,云银矿,21084,2,sys_126_1,120,0,0,0,24,1,1,1,1,30,70,,0
3480,1,云银矿,21084,1,sys_126_5,120,0,0,0,24,1,1,1,1,30,70,,0
