ID,允许直接接受,分组ID,催粮任务,跑环任务,文官任务,文官任务计数,任务名称,任务描述,动态提示,提示道具,提示数量,任务接受条件,任务完成条件,最低等级,最高等级,国家限制,职业限制,官职要求,是否可重复,接受时间限制,完成时间限制,任务标记道具,是否可取消,接受任务标记,完成方式,npc1接任务对话,npc1接任务后对话,npc1任务中对话,npc2任务中对话,npc2完成任务后对话,npc2选择失败对话,,固定奖励,随机奖励概率,随机奖励,,选择标记1,选择标记2,选择标记3,选择标记4,选择标记5,特殊要求1,特殊要求2,特殊要求3,特殊要求4,特殊要求5,特殊奖励概率,特殊奖励1,特殊奖励2,特殊奖励3,特殊奖励4,特殊奖励5,任务区域,任务区块分组,是否受上限个数限制,是否可共享,任务相关信息,接受NPC坐标,完成NPC坐标,可选奖励,动态提示2,职业奖励
15758,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各项事务也就无人打理了，居然有些小妖敢到门派内滋事。当然，凭它们那低浅的道行很难瞒得过</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">，她给你两张现形符，让你到</font><a href=""client://clientmoveto -220 -333"">长老房右侧（苗疆-220 -333）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">使用，找出那些小妖并消灭它们。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">到</font><a href=""client://clientmoveto -220 -333"">长老房右侧（苗疆-220 -333）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font>",,,ifree 2,killmonster 2 9000 9001 9006 9007,15,35,2,4,0,1,0,-1,"item 5389 1
item 5392 1",0,Enttask_t15758,0,task/task_t15758/task_t15758_01.html,,task/task_t15758/task_t15758_02.html,task/task_t15758/task_t15758_02.html,task/task_t15758/task_t15758_04.html,,,"exp 4517
gold 225
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：15级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：到</font><a href=""client://clientmoveto -220 -333"">长老房右侧（苗疆-220 -333）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15759,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各项事务也就无人打理了，居然有些小妖敢到门派内滋事。当然，凭它们那低浅的道行很难瞒得过</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">，她给你两张现形符，让你到</font><a href=""client://clientmoveto -323 -307"">弟子房后（苗疆-323 -307）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -355 -339"">女娲雕像（苗疆-355 -339）</a><font color=""#C8FFF1"">使用，找出那些小妖并消灭它们。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">到</font><a href=""client://clientmoveto -323 -307"">弟子房后（苗疆-323 -307）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -355 -339"">女娲雕像（苗疆-355 -339）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font>",,,ifree 2,killmonster 2 9002 9003 9004 9005,15,35,2,4,0,1,0,-1,"item 5390 1
item 5391 1",0,Enttask_t15759,0,task/task_t15759/task_t15759_01.html,,task/task_t15759/task_t15759_02.html,task/task_t15759/task_t15759_02.html,task/task_t15759/task_t15759_04.html,,,"exp 4517
gold 225
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：15级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：到</font><a href=""client://clientmoveto -323 -307"">弟子房后（苗疆-323 -307）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -355 -339"">女娲雕像（苗疆-355 -339）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15760,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各项事务也就无人打理了，居然有些小妖敢到门派内滋事。当然，凭它们那低浅的道行很难瞒得过</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">，她给你两张现形符，让你到</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -355 -339"">女娲雕像（苗疆-355 -339）</a><font color=""#C8FFF1"">使用，找出那些小妖并消灭它们。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">到</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -355 -339"">女娲雕像（苗疆-355 -339）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font>",,,ifree 2,killmonster 2 9002 9003 9006 9007,15,35,2,4,0,1,0,-1,"item 5390 1
item 5392 1",0,Enttask_t15760,0,task/task_t15760/task_t15760_01.html,,task/task_t15760/task_t15760_02.html,task/task_t15760/task_t15760_02.html,task/task_t15760/task_t15760_04.html,,,"exp 4517
gold 225
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：15级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：到</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -355 -339"">女娲雕像（苗疆-355 -339）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15761,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各项事务也就无人打理了，居然有些小妖敢到门派内滋事。当然，凭它们那低浅的道行很难瞒得过</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">，她给你两张现形符，让你到</font><a href=""client://clientmoveto -323 -307"">弟子房后（苗疆-323 -307）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">使用，找出那些小妖并消灭它们。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">到</font><a href=""client://clientmoveto -323 -307"">弟子房后（苗疆-323 -307）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font>",,,ifree 2,killmonster 2 9004 9005 9006 9007,15,35,2,4,0,1,0,-1,"item 5391 1
item 5392 1",0,Enttask_t15761,0,task/task_t15761/task_t15761_01.html,,task/task_t15761/task_t15761_02.html,task/task_t15761/task_t15761_02.html,task/task_t15761/task_t15761_04.html,,,"exp 4517
gold 225
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：15级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：到</font><a href=""client://clientmoveto -323 -307"">弟子房后（苗疆-323 -307）</a><font color=""#C8FFF1"">和</font><a href=""client://clientmoveto -291 -321"">山门内（苗疆-291 -321）</a><font color=""#C8FFF1"">使用现形符击杀小妖</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15762,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各种物资消耗也很大，仗着门内储存颇丰还可支撑一阵，但如此也不是办法。经纠当多日苦思终于想到一个方法，那些妖魔鬼怪身上也有不少精华，铲除它们之后可以将其精华收集，炼制一番便储存起来。最近花雨陵附近有一些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -321 598"">刀客山贼（花雨陵-321 598）</a><font color=""#C8FFF1"">行凶作乱，</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">让你去从他们身上收集一些镔铁刀回来。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">让</font><a href=""client://clientmovetonpc 224"">阿尼当（苗疆-294 -334）</a><font color=""#C8FFF1"">送你去蜀郡收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -321 598"">镔铁刀（花雨陵-321 598）</a>",5361,3,,item 5361 3,15,17,2,4,0,1,0,-1,,0,Enttask_t15762,0,task/task_t15762/task_t15762_01.html,,task/task_t15762/task_t15762_02.html,task/task_t15762/task_t15762_02.html,task/task_t15762/task_t15762_04.html,,,"exp 2722
gold 135
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：15级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -321 598"">镔铁刀（花雨陵-321 598）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">让</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 225"">尤敕（蜀郡253 576）</a><font color=""#C8FFF1"">送你到苗疆去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15763,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各种物资消耗也很大，仗着门内储存颇丰还可支撑一阵，但如此也不是办法。经纠当多日苦思终于想到一个方法，那些妖魔鬼怪身上也有不少精华，铲除它们之后可以将其精华收集，炼制一番便储存起来。最近花雨陵附近有一些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -242 835"">月云兔巫师（花雨陵-242 835）</a><font color=""#C8FFF1"">行凶作乱，</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">让你去从它们身上收集一些月云兔精元回来。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">让</font><a href=""client://clientmovetonpc 224"">阿尼当（苗疆-294 -334）</a><font color=""#C8FFF1"">送你去蜀郡收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -242 835"">月云兔精元（花雨陵-242 835）</a>",5362,3,,item 5362 3,18,20,2,4,0,1,0,-1,,0,Enttask_t15763,0,task/task_t15763/task_t15763_01.html,,task/task_t15763/task_t15763_02.html,task/task_t15763/task_t15763_02.html,task/task_t15763/task_t15763_04.html,,,"exp 3437
gold 171
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：18级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -242 835"">月云兔精元（花雨陵-242 835）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">让</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 225"">尤敕（蜀郡253 576）</a><font color=""#C8FFF1"">送你到苗疆去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15764,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各种物资消耗也很大，仗着门内储存颇丰还可支撑一阵，但如此也不是办法。经纠当多日苦思终于想到一个方法，那些妖魔鬼怪身上也有不少精华，铲除它们之后可以将其精华收集，炼制一番便储存起来。最近花雨陵附近有一些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -427 720"">狼妖猎手（花雨陵-427 720）</a><font color=""#C8FFF1"">行凶作乱，</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">让你去从它们身上收集一些狼妖精元回来。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">让</font><a href=""client://clientmovetonpc 224"">阿尼当（苗疆-294 -334）</a><font color=""#C8FFF1"">送你去蜀郡收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -427 720"">狼妖精元（花雨陵-427 720）</a>",5363,3,,item 5363 3,21,23,2,4,0,1,0,-1,,0,Enttask_t15764,0,task/task_t15764/task_t15764_01.html,,task/task_t15764/task_t15764_02.html,task/task_t15764/task_t15764_02.html,task/task_t15764/task_t15764_04.html,,,"exp 4234
gold 211
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：21级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -427 720"">狼妖精元（花雨陵-427 720）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">让</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 225"">尤敕（蜀郡253 576）</a><font color=""#C8FFF1"">送你到苗疆去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15765,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各种物资消耗也很大，仗着门内储存颇丰还可支撑一阵，但如此也不是办法。经纠当多日苦思终于想到一个方法，那些妖魔鬼怪身上也有不少精华，铲除它们之后可以将其精华收集，炼制一番便储存起来。最近玉淩雪域附近有一些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -889 555"">发羌马刀手（玉淩雪域-889 555）</a><font color=""#C8FFF1"">行凶作乱，</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">让你去从他们身上收集一些发羌马刀回来。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">让</font><a href=""client://clientmovetonpc 224"">阿尼当（苗疆-294 -334）</a><font color=""#C8FFF1"">送你去蜀郡收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -889 555"">发羌马刀（玉淩雪域-889 555）</a>",5364,3,,item 5364 3,24,26,2,4,0,1,0,-1,,0,Enttask_t15765,0,task/task_t15765/task_t15765_01.html,,task/task_t15765/task_t15765_02.html,task/task_t15765/task_t15765_02.html,task/task_t15765/task_t15765_04.html,,,"exp 5111
gold 255
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：24级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -889 555"">发羌马刀（玉淩雪域-889 555）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">让</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 225"">尤敕（蜀郡253 576）</a><font color=""#C8FFF1"">送你到苗疆去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15766,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各种物资消耗也很大，仗着门内储存颇丰还可支撑一阵，但如此也不是办法。经纠当多日苦思终于想到一个方法，那些妖魔鬼怪身上也有不少精华，铲除它们之后可以将其精华收集，炼制一番便储存起来。最近玉淩雪域附近有一些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -882 735"">雪妖狐（玉淩雪域-882 735）</a><font color=""#C8FFF1"">行凶作乱，</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">让你去从它们身上收集一些妖狐精元回来。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">让</font><a href=""client://clientmovetonpc 224"">阿尼当（苗疆-294 -334）</a><font color=""#C8FFF1"">送你去蜀郡收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -882 735"">妖狐精元（玉淩雪域-882 735）</a>",5365,3,,item 5365 3,27,29,2,4,0,1,0,-1,,0,Enttask_t15766,0,task/task_t15766/task_t15766_01.html,,task/task_t15766/task_t15766_02.html,task/task_t15766/task_t15766_02.html,task/task_t15766/task_t15766_04.html,,,"exp 6070
gold 303
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：27级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -882 735"">妖狐精元（玉淩雪域-882 735）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">让</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 225"">尤敕（蜀郡253 576）</a><font color=""#C8FFF1"">送你到苗疆去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
15767,1,0,0,0,2,1,师门补给,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p>&nbsp;</p>
<p><img src=""ui/textures/28_a.tga"" width=""420"" height=""18"" source=""""/></p>
<p><font color=""#C8FFF1"">最近各地纷争不断，大量弟子都派去下山行侠仗义了，但如此一来门内的各种物资消耗也很大，仗着门内储存颇丰还可支撑一阵，但如此也不是办法。经纠当多日苦思终于想到一个方法，那些妖魔鬼怪身上也有不少精华，铲除它们之后可以将其精华收集，炼制一番便储存起来。最近云隐谷附近有一些</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -867 246"">蛮山臊（云隐谷-867 246）</a><font color=""#C8FFF1"">行凶作乱，</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a><font color=""#C8FFF1"">让你去从它们身上收集一些山臊精元回来。</font></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[GOAL]
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","<font color=""#C8FFF1"">让</font><a href=""client://clientmovetonpc 224"">阿尼当（苗疆-294 -334）</a><font color=""#C8FFF1"">送你去蜀郡收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -867 246"">山臊精元（云隐谷-867 246）</a>",5366,3,,item 5366 3,30,32,2,4,0,1,0,-1,,0,Enttask_t15767,0,task/task_t15767/task_t15767_01.html,,task/task_t15767/task_t15767_02.html,task/task_t15767/task_t15767_02.html,task/task_t15767/task_t15767_04.html,,,"exp 7109
gold 355
gongreward",,,,,,,,,,,,,,,,,,,,苗疆,91,1,0,"<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=gb2312""/>
</head>
<body>
<p><font color=""#00ff00"">[任务相关信息]</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务NPC：</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">接受任务最低等级：30级</font></p>
<p>&nbsp;</p>
<p><font color=""#C8FFF1"">任务目标：收集</font><a href=""client://clientmovetoscene1 scene03 80 367 scene01 -867 246"">山臊精元（云隐谷-867 246）</a></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
$[REWARD]
</body>
</html>","-5640,-5330;","-5640,-5330;",,"<font color=""#C8FFF1"">让</font><a href=""client://clientmovetoscene4 scene03 80 367 scene01 225"">尤敕（蜀郡253 576）</a><font color=""#C8FFF1"">送你到苗疆去找</font><a href=""client://clientmovetonpc 232"">纠当（苗疆-282 -267）</a>",
