ID,名称,阶段,类型,子类型,神兽ID,分解ID,可锻造,可交易,可商店,可删除,可丢弃,可重叠摆放,是否任务道具,是否可存仓,不允许融合,移动坐标,点数,价值,仙誉,俗名,积分,军功,帮贡,门贡,命中,伤害,防御,闪躲,攻击速度,攻击距离,移动速度,必杀率,MaxHp,MaxMp,抗火,抗水,抗毒,法宝属性,神兽属性,升级百分比,等级需求,最大等级,选择等级,修为等级需求,力量需求,体质需求,敏捷需求,智力需求,精准需求,职业需求,阶段需求,Icon,路径动画,刀光,Model,UpdateModel,UpdateEffect,Sound,初始使用次数,最大使用次数,耐久上限,Hp增加,Hp百分比增加,Mp增加,Mp百分比增加,Enp增加,Enp百分比增加,Exp增加,打卡时间增加,使用限制,持续时间,对应Skin,特效文件,是否双手武器,技能ID,任务ID,套装ID,宝石合成,宝石合成成功率,宝石合成金钱,是否副本掉落,参数1,说明,备注
4738,毒蛇哀之红尘护手,9,2,1,,39,1,1,1,1,1,0,0,1,,,,4000,,,,,,,109,,119,,,,,,,,,,,,,,85,150,85,,,178,178,,,2,1,pic_a_hj_glo_09,,,a_hj_f_glo_09,a_hj_f_glo_09&a_hj_m_glo_09;a_hj_f_glo_09&a_hj_m_glo_09;a_hj_f_glo_09_01&a_hj_m_glo_09_01;a_hj_f_glo_09_01&a_hj_m_glo_09_01;a_hj_f_glo_09_02&a_hj_m_glo_09_02;a_hj_f_glo_09_02&a_hj_m_glo_09_02;a_hj_f_glo_09_02&a_hj_m_glo_09_02;a_hj_f_glo_09_03&a_hj_m_glo_09_03;a_hj_f_glo_09_03&a_hj_m_glo_09_03;a_hj_f_glo_09_03&a_hj_m_glo_09_03;a_hj_f_glo_09_04&a_hj_m_glo_09_04,,Click_bj.wav,,,100,,,,,,,,,,,a_hj_f_glo_09,,,,,68,,,,0,,"<P><FONT color=""#EE7AE9"">毒蛇哀之红尘短袍</FONT></P><P><FONT color=""#00ff00"">毒蛇哀之红尘护手</FONT></P><P><FONT color=""#EE7AE9"">毒蛇哀之红尘腰带</FONT></P><P><FONT color=""#EE7AE9"">毒蛇哀之红尘足衣</FONT></P><P><FONT color=""#88aadd"">花开花落不长久，落红满地归寂中。红袖夫人对谢戎思念之时衲制此护手，情意浓浓，哀怨自在不言中。</FONT></P>",
4739,毒蛇哀之红尘腰带,9,2,4,,39,1,1,1,1,1,0,0,1,,,,2400,,,,,,,,,19,,,,,,,,,,,,,,85,150,85,,,178,178,,,2,1,pic_a_hj_wai_09,,,a_hj_f_wai_09,a_hj_f_wai_09&a_hj_m_wai_09;a_hj_f_wai_09&a_hj_m_wai_09;a_hj_f_wai_09_01&a_hj_m_wai_09_01;a_hj_f_wai_09_01&a_hj_m_wai_09_01;a_hj_f_wai_09_02&a_hj_m_wai_09_02;a_hj_f_wai_09_02&a_hj_m_wai_09_02;a_hj_f_wai_09_02&a_hj_m_wai_09_02;a_hj_f_wai_09_03&a_hj_m_wai_09_03;a_hj_f_wai_09_03&a_hj_m_wai_09_03;a_hj_f_wai_09_03&a_hj_m_wai_09_03;a_hj_f_wai_09_04&a_hj_m_wai_09_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_hj_f_wai_09,,,,,68,,,,0,,"<P><FONT color=""#EE7AE9"">毒蛇哀之红尘短袍</FONT></P><P><FONT color=""#EE7AE9"">毒蛇哀之红尘护手</FONT></P><P><FONT color=""#00ff00"">毒蛇哀之红尘腰带</FONT></P><P><FONT color=""#EE7AE9"">毒蛇哀之红尘足衣</FONT></P><P><FONT color=""#88aadd"">花开花落不长久，落红满地归寂中。红袖夫人对谢戎思念之时衲制此腰带，情意浓浓，哀怨自在不言中。</FONT></P>",
4740,毒蛇哀之红尘足衣,9,2,2,,39,1,1,1,1,1,0,0,1,,,,3600,,,,,,,,,59,81,,,,,,,,,,,,,85,150,85,,,178,178,,,2,1,pic_a_hj_sho_09,,,a_hj_f_sho_09,a_hj_f_sho_09&a_hj_m_sho_09;a_hj_f_sho_09&a_hj_m_sho_09;a_hj_f_sho_09_01&a_hj_m_sho_09_01;a_hj_f_sho_09_01&a_hj_m_sho_09_01;a_hj_f_sho_09_02&a_hj_m_sho_09_02;a_hj_f_sho_09_02&a_hj_m_sho_09_02;a_hj_f_sho_09_02&a_hj_m_sho_09_02;a_hj_f_sho_09_03&a_hj_m_sho_09_03;a_hj_f_sho_09_03&a_hj_m_sho_09_03;a_hj_f_sho_09_03&a_hj_m_sho_09_03;a_hj_f_sho_09_04&a_hj_m_sho_09_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_hj_f_sho_09,,,,,68,,,,0,,"<P><FONT color=""#EE7AE9"">毒蛇哀之红尘短袍</FONT></P><P><FONT color=""#EE7AE9"">毒蛇哀之红尘护手</FONT></P><P><FONT color=""#EE7AE9"">毒蛇哀之红尘腰带</FONT></P><P><FONT color=""00ff00"">毒蛇哀之红尘足衣</FONT></P><P><FONT color=""#88aadd"">花开花落不长久，落红满地归寂中。红袖夫人对谢戎思念之时衲制此足衣，情意浓浓，哀怨自在不言中。</FONT></P>",
4741,仙品翔龙火羽斧,5,1,1,,1,1,1,1,1,1,0,0,1,,,,8000,,,,,,,98,128&157,,,0.75,60,,10,,,,,,,,,85,150,85,,346,178,,,,1,1,pic_w_wtj_09,,,w_wtj_f_09,1&w_wtj_f_09&w_wtj_m_09;1&w_wtj_f_09&w_wtj_m_09;1&w_wtj_f_09_01&w_wtj_m_09_01;1&w_wtj_f_09_01&w_wtj_m_09_01;1&w_wtj_f_09_02&w_wtj_m_09_02;1&w_wtj_f_09_02&w_wtj_m_09_02;1&w_wtj_f_09_02&w_wtj_m_09_02;1&w_wtj_f_09_03&w_wtj_m_09_03;1&w_wtj_f_09_03&w_wtj_m_09_03;1&w_wtj_f_09_03&w_wtj_m_09_03;1&w_wtj_f_09_04&w_wtj_m_09_04;,,Click_t3.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">以青龙鳞片，凤凰之羽冻结于琥珀当中，唯夜间可放光芒，以此光炼化为神斧，锋快如风，迅烈如火。</FONT></P>",
4742,破魔赤神玄,9,2,3,,16,1,1,1,1,1,0,0,1,,,,6000,,,,,,,,,397,152,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_clo_09,,,a_wt_f_clo_09,a_wt_f_clo_09&a_wt_m_clo_09;a_wt_f_clo_09&a_wt_m_clo_09;a_wt_f_clo_09_01&a_wt_m_clo_09_01;a_wt_f_clo_09_01&a_wt_m_clo_09_01;a_wt_f_clo_09_02&a_wt_m_clo_09_02;a_wt_f_clo_09_02&a_wt_m_clo_09_02;a_wt_f_clo_09_02&a_wt_m_clo_09_02;a_wt_f_clo_09_03&a_wt_m_clo_09_03;a_wt_f_clo_09_03&a_wt_m_clo_09_03;a_wt_f_clo_09_03&a_wt_m_clo_09_03;a_wt_f_clo_09_04&a_wt_m_clo_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_clo_09,,,,,69,,,,0,,"<P><FONT color=""#00ff00"">破魔赤神玄</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄护腕</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄腰带</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护大地生灵而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此甲为赤阳神躯骸所化而成。</FONT></P>",
4743,破魔赤神玄护腕,9,2,1,,31,1,1,1,1,1,0,0,1,,,,4000,,,,,,,109,,238,,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_glo_09,,,a_wt_f_glo_09,a_wt_f_glo_09&a_wt_m_glo_09;a_wt_f_glo_09&a_wt_m_glo_09;a_wt_f_glo_09_01&a_wt_m_glo_09_01;a_wt_f_glo_09_01&a_wt_m_glo_09_01;a_wt_f_glo_09_02&a_wt_m_glo_09_02;a_wt_f_glo_09_02&a_wt_m_glo_09_02;a_wt_f_glo_09_02&a_wt_m_glo_09_02;a_wt_f_glo_09_03&a_wt_m_glo_09_03;a_wt_f_glo_09_03&a_wt_m_glo_09_03;a_wt_f_glo_09_03&a_wt_m_glo_09_03;a_wt_f_glo_09_04&a_wt_m_glo_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_glo_09,,,,,69,,,,0,,"<P><FONT color=""#EE7AE9"">破魔赤神玄</FONT></P><P><FONT color=""#00ff00"">破魔赤神玄护腕</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄腰带</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护苍生而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此护腕为赤阳神躯骸所化而成。</FONT></P>",
4744,破魔赤神玄腰带,9,2,4,,31,1,1,1,1,1,0,0,1,,,,2400,,,,,,,,,39,,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_wai_09,,,a_wt_f_wai_09,a_wt_f_wai_09&a_wt_m_wai_09;a_wt_f_wai_09&a_wt_m_wai_09;a_wt_f_wai_09_01&a_wt_m_wai_09_01;a_wt_f_wai_09_01&a_wt_m_wai_09_01;a_wt_f_wai_09_02&a_wt_m_wai_09_02;a_wt_f_wai_09_02&a_wt_m_wai_09_02;a_wt_f_wai_09_02&a_wt_m_wai_09_02;a_wt_f_wai_09_03&a_wt_m_wai_09_03;a_wt_f_wai_09_03&a_wt_m_wai_09_03;a_wt_f_wai_09_03&a_wt_m_wai_09_03;a_wt_f_wai_09_04&a_wt_m_wai_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_wai_09,,,,,69,,,,0,,"<P><FONT color=""#EE7AE9"">破魔赤神玄</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄护腕</FONT></P><P><FONT color=""#00ff00"">破魔赤神玄腰带</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护苍生而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此腰带为赤阳神躯骸所化而成。</FONT></P>",
4745,破魔赤神玄靴,9,2,2,,31,1,1,1,1,1,0,0,1,,,,3600,,,,,,,,,119,65,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_sho_09,,,a_wt_f_sho_09,a_wt_f_sho_09&a_wt_m_sho_09;a_wt_f_sho_09&a_wt_m_sho_09;a_wt_f_sho_09_01&a_wt_m_sho_09_01;a_wt_f_sho_09_01&a_wt_m_sho_09_01;a_wt_f_sho_09_02&a_wt_m_sho_09_02;a_wt_f_sho_09_02&a_wt_m_sho_09_02;a_wt_f_sho_09_02&a_wt_m_sho_09_02;a_wt_f_sho_09_03&a_wt_m_sho_09_03;a_wt_f_sho_09_03&a_wt_m_sho_09_03;a_wt_f_sho_09_03&a_wt_m_sho_09_03;a_wt_f_sho_09_04&a_wt_m_sho_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_sho_09,,,,,69,,,,0,,"<P><FONT color=""#EE7AE9"">破魔赤神玄</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄护腕</FONT></P><P><FONT color=""#EE7AE9"">破魔赤神玄腰带</FONT></P><P><FONT color=""#00ff00"">破魔赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护苍生而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此靴为赤阳神躯骸所化而成。</FONT></P>",
4746,仙品盘龙升,5,1,2,,1,1,1,1,1,1,0,0,1,,,,8000,,,,,,,119,107&130,,,0.75,50,,8,,,,,,,,,85,150,85,,262,262,,,,1,1,pic_w_wtc_09,,,w_wtc_f_09,1&w_wtc_f_09&w_wtc_m_09;1&w_wtc_f_09&w_wtc_m_09;1&w_wtc_f_09_01&w_wtc_m_09_01;1&w_wtc_f_09_01&w_wtc_m_09_01;1&w_wtc_f_09_02&w_wtc_m_09_02;1&w_wtc_f_09_02&w_wtc_m_09_02;1&w_wtc_f_09_02&w_wtc_m_09_02;1&w_wtc_f_09_03&w_wtc_m_09_03;1&w_wtc_f_09_03&w_wtc_m_09_03;1&w_wtc_f_09_03&w_wtc_m_09_03;1&w_wtc_f_09_04&w_wtc_m_09_04;,,Click_t3.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">龙，是天之骄子，龙，是万物之灵。杵身上盘踞之龙仿佛活物一般，隐隐渗透出一股强大的力量，神秘莫测。</FONT></P>",
4747,铁壁赤神玄,9,2,3,,16,1,1,1,1,1,0,0,1,,,,6000,,,,,,,,,397,152,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_clo_09,,,a_wt_f_clo_09,a_wt_f_clo_09&a_wt_m_clo_09;a_wt_f_clo_09&a_wt_m_clo_09;a_wt_f_clo_09_01&a_wt_m_clo_09_01;a_wt_f_clo_09_01&a_wt_m_clo_09_01;a_wt_f_clo_09_02&a_wt_m_clo_09_02;a_wt_f_clo_09_02&a_wt_m_clo_09_02;a_wt_f_clo_09_02&a_wt_m_clo_09_02;a_wt_f_clo_09_03&a_wt_m_clo_09_03;a_wt_f_clo_09_03&a_wt_m_clo_09_03;a_wt_f_clo_09_03&a_wt_m_clo_09_03;a_wt_f_clo_09_04&a_wt_m_clo_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_clo_09,,,,,70,,,,0,,"<P><FONT color=""#00ff00"">铁壁赤神玄</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄护腕</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄腰带</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护大地生灵而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此甲为赤阳神躯骸所化而成。</FONT></P>",
4748,铁壁赤神玄护腕,9,2,1,,31,1,1,1,1,1,0,0,1,,,,4000,,,,,,,109,,238,,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_glo_09,,,a_wt_f_glo_09,a_wt_f_glo_09&a_wt_m_glo_09;a_wt_f_glo_09&a_wt_m_glo_09;a_wt_f_glo_09_01&a_wt_m_glo_09_01;a_wt_f_glo_09_01&a_wt_m_glo_09_01;a_wt_f_glo_09_02&a_wt_m_glo_09_02;a_wt_f_glo_09_02&a_wt_m_glo_09_02;a_wt_f_glo_09_02&a_wt_m_glo_09_02;a_wt_f_glo_09_03&a_wt_m_glo_09_03;a_wt_f_glo_09_03&a_wt_m_glo_09_03;a_wt_f_glo_09_03&a_wt_m_glo_09_03;a_wt_f_glo_09_04&a_wt_m_glo_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_glo_09,,,,,70,,,,0,,"<P><FONT color=""#EE7AE9"">铁壁赤神玄</FONT></P><P><FONT color=""#00ff00"">铁壁赤神玄护腕</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄腰带</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护苍生而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此护腕为赤阳神躯骸所化而成。</FONT></P>",
4749,铁壁赤神玄腰带,9,2,4,,31,1,1,1,1,1,0,0,1,,,,2400,,,,,,,,,39,,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_wai_09,,,a_wt_f_wai_09,a_wt_f_wai_09&a_wt_m_wai_09;a_wt_f_wai_09&a_wt_m_wai_09;a_wt_f_wai_09_01&a_wt_m_wai_09_01;a_wt_f_wai_09_01&a_wt_m_wai_09_01;a_wt_f_wai_09_02&a_wt_m_wai_09_02;a_wt_f_wai_09_02&a_wt_m_wai_09_02;a_wt_f_wai_09_02&a_wt_m_wai_09_02;a_wt_f_wai_09_03&a_wt_m_wai_09_03;a_wt_f_wai_09_03&a_wt_m_wai_09_03;a_wt_f_wai_09_03&a_wt_m_wai_09_03;a_wt_f_wai_09_04&a_wt_m_wai_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_wai_09,,,,,70,,,,0,,"<P><FONT color=""#EE7AE9"">铁壁赤神玄</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄护腕</FONT></P><P><FONT color=""#00ff00"">铁壁赤神玄腰带</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护苍生而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此腰带为赤阳神躯骸所化而成。</FONT></P>",
4750,铁壁赤神玄靴,9,2,2,,31,1,1,1,1,1,0,0,1,,,,3600,,,,,,,,,119,65,,,,,,,,,,,,,85,150,85,,178,178,,,,1,1,pic_a_wt_sho_09,,,a_wt_f_sho_09,a_wt_f_sho_09&a_wt_m_sho_09;a_wt_f_sho_09&a_wt_m_sho_09;a_wt_f_sho_09_01&a_wt_m_sho_09_01;a_wt_f_sho_09_01&a_wt_m_sho_09_01;a_wt_f_sho_09_02&a_wt_m_sho_09_02;a_wt_f_sho_09_02&a_wt_m_sho_09_02;a_wt_f_sho_09_02&a_wt_m_sho_09_02;a_wt_f_sho_09_03&a_wt_m_sho_09_03;a_wt_f_sho_09_03&a_wt_m_sho_09_03;a_wt_f_sho_09_03&a_wt_m_sho_09_03;a_wt_f_sho_09_04&a_wt_m_sho_09_04;,,ui_armorarm.wav,,,100,,,,,,,,,,,a_wt_f_sho_09,,,,,70,,,,0,,"<P><FONT color=""#EE7AE9"">铁壁赤神玄</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄护腕</FONT></P><P><FONT color=""#EE7AE9"">铁壁赤神玄腰带</FONT></P><P><FONT color=""#00ff00"">铁壁赤神玄靴</FONT></P><P><FONT color=""#88aadd"">赤阳神为庇护苍生而损其元神使大地如春。后神元神散尽，尽萃矣已。相传此靴为赤阳神躯骸所化而成。</FONT></P>",
4751,仙品摄魂杖,7,1,7,,9,1,1,1,1,1,0,0,1,,,,8000,,,,,,,119,81&89,,,0.8,200,,6,,,,,,,,,85,150,85,,,178,,346,,3,1,pic_w_mjz_09,,,w_mjz_f_09,1&w_mjz_f_09&w_mjz_m_09;1&w_mjz_f_09&w_mjz_m_09;1&w_mjz_f_09_01&w_mjz_m_09_01;1&w_mjz_f_09_01&w_mjz_m_09_01;1&w_mjz_f_09_02&w_mjz_m_09_02;1&w_mjz_f_09_02&w_mjz_m_09_02;1&w_mjz_f_09_02&w_mjz_m_09_02;1&w_mjz_f_09_03&w_mjz_m_09_03;1&w_mjz_f_09_03&w_mjz_m_09_03;1&w_mjz_f_09_03&w_mjz_m_09_03;1&w_mjz_f_09_04&w_mjz_m_09_04;,,Click_m.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">即使肉身强大，若魂魄被他人所夺，也只能坐以待毙。摄魂杖封有上古食魂魔兽神元，所以此杖也嗜魂成性。</FONT></P>",
4752,蛊毒黑暗凤鳞,9,2,3,,24,1,1,1,1,1,0,0,1,,,,6000,,,,,,,,,159,152,,,,,,,,,,,,,85,150,85,,,178,,178,,3,1,pic_a_mj_clo_09,,,a_mj_f_clo_09,a_mj_f_clo_09&a_mj_m_clo_09;a_mj_f_clo_09&a_mj_m_clo_09;a_mj_f_clo_09_01&a_mj_m_clo_09_01;a_mj_f_clo_09_01&a_mj_m_clo_09_01;a_mj_f_clo_09_02&a_mj_m_clo_09_02;a_mj_f_clo_09_02&a_mj_m_clo_09_02;a_mj_f_clo_09_02&a_mj_m_clo_09_02;a_mj_f_clo_09_03&a_mj_m_clo_09_03;a_mj_f_clo_09_03&a_mj_m_clo_09_03;a_mj_f_clo_09_03&a_mj_m_clo_09_03;a_mj_f_clo_09_04&a_mj_m_clo_09_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_mj_f_clo_09,,,,,71,,,,0,,"<P><FONT color=""#00ff00"">蛊毒黑暗凤鳞</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞手套</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞束腰</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞鞋</FONT></P><P><FONT color=""#88aadd"">苍天有金凤翱翔，地府有黑暗之凤栖息。地府黑凤目光如血，用其鳞片密织成披风，穿着之人如黑凤分身。</FONT></P>",
4753,蛊毒黑暗凤鳞手套,9,2,1,,39,1,1,1,1,1,0,0,1,,,,4000,,,,,,,109,,95,,,,,,,,,,,,,,85,150,85,,,178,,178,,3,1,pic_a_mj_glo_09,,,a_mj_f_glo_09,a_mj_f_glo_09&a_mj_m_glo_09;a_mj_f_glo_09&a_mj_m_glo_09;a_mj_f_glo_09_01&a_mj_m_glo_09_01;a_mj_f_glo_09_01&a_mj_m_glo_09_01;a_mj_f_glo_09_02&a_mj_m_glo_09_02;a_mj_f_glo_09_02&a_mj_m_glo_09_02;a_mj_f_glo_09_02&a_mj_m_glo_09_02;a_mj_f_glo_09_03&a_mj_m_glo_09_03;a_mj_f_glo_09_03&a_mj_m_glo_09_03;a_mj_f_glo_09_03&a_mj_m_glo_09_03;a_mj_f_glo_09_04&a_mj_m_glo_09_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_mj_f_glo_09,,,,,71,,,,0,,"<P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞</FONT></P><P><FONT color=""#00ff00"">蛊毒黑暗凤鳞手套</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞束腰</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞鞋</FONT></P><P><FONT color=""#88aadd"">苍天有金凤翱翔，地府有黑暗之凤栖息。地府黑凤目光如血，用其鳞片密织成手套，穿戴之人如黑凤分身。</FONT></P>",
4754,蛊毒黑暗凤鳞束腰,9,2,4,,39,1,1,1,1,1,0,0,1,,,,2400,,,,,,,,,15,,,,,,,,,,,,,,85,150,85,,,178,,178,,3,1,pic_a_mj_wai_09,,,a_mj_f_wai_09,a_mj_f_wai_09&a_mj_m_wai_09;a_mj_f_wai_09&a_mj_m_wai_09;a_mj_f_wai_09_01&a_mj_m_wai_09_01;a_mj_f_wai_09_01&a_mj_m_wai_09_01;a_mj_f_wai_09_02&a_mj_m_wai_09_02;a_mj_f_wai_09_02&a_mj_m_wai_09_02;a_mj_f_wai_09_02&a_mj_m_wai_09_02;a_mj_f_wai_09_03&a_mj_m_wai_09_03;a_mj_f_wai_09_03&a_mj_m_wai_09_03;a_mj_f_wai_09_03&a_mj_m_wai_09_03;a_mj_f_wai_09_04&a_mj_m_wai_09_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_mj_f_wai_09,,,,,71,,,,0,,"<P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞手套</FONT></P><P><FONT color=""#00ff00"">蛊毒黑暗凤鳞束腰</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞鞋</FONT></P><P><FONT color=""#88aadd"">苍天有金凤翱翔，地府有黑暗之凤栖息。地府黑凤目光如血，用其鳞片密织成束腰，穿戴之人如黑凤分身。</FONT></P>",
4755,蛊毒黑暗凤鳞鞋,9,2,2,,39,1,1,1,1,1,0,0,1,,,,3600,,,,,,,,,47,65,,,,,,,,,,,,,85,150,85,,,178,,178,,3,1,pic_a_mj_sho_09,,,a_mj_f_sho_09,a_mj_f_sho_09&a_mj_m_sho_09;a_mj_f_sho_09&a_mj_m_sho_09;a_mj_f_sho_09_01&a_mj_m_sho_09_01;a_mj_f_sho_09_01&a_mj_m_sho_09_01;a_mj_f_sho_09_02&a_mj_m_sho_09_02;a_mj_f_sho_09_02&a_mj_m_sho_09_02;a_mj_f_sho_09_02&a_mj_m_sho_09_02;a_mj_f_sho_09_03&a_mj_m_sho_09_03;a_mj_f_sho_09_03&a_mj_m_sho_09_03;a_mj_f_sho_09_03&a_mj_m_sho_09_03;a_mj_f_sho_09_04&a_mj_m_sho_09_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_mj_f_sho_09,,,,,71,,,,0,,"<P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞手套</FONT></P><P><FONT color=""#EE7AE9"">蛊毒黑暗凤鳞束腰</FONT></P><P><FONT color=""#00ff00"">蛊毒黑暗凤鳞鞋</FONT></P><P><FONT color=""#88aadd"">苍天有金凤翱翔，地府有黑暗之凤栖息。地府黑凤目光如血，用其鳞片密织成鞋，穿着之人如黑凤分身。</FONT></P>",
4756,仙品镇海珠,7,1,8,,9,1,1,1,1,1,0,0,1,,,,8000,,,,,,,98,67&74,,,0.8,200,,6,,,,,,,,,85,150,85,,,262,,262,,3,1,pic_w_mjq_09,mj_q,,w_mjq_f_09,3&w_mjq_f_09&w_mjq_m_09;3&w_mjq_f_09&w_mjq_m_09;3&w_mjq_f_09_01&w_mjq_m_09_01;3&w_mjq_f_09_01&w_mjq_m_09_01;3&w_mjq_f_09_02&w_mjq_m_09_02;3&w_mjq_f_09_02&w_mjq_m_09_02;3&w_mjq_f_09_02&w_mjq_m_09_02;3&w_mjq_f_09_03&w_mjq_m_09_03;3&w_mjq_f_09_03&w_mjq_m_09_03;3&w_mjq_f_09_03&w_mjq_m_09_03;3&w_mjq_f_09_04&w_mjq_m_09_04;,,ui_gemmov.wav,,,100,,,,,,,,,,,,,0,,,,,,,0,,"<P><FONT color=""#88aadd"">曾是海底龙王口中所含之物，可使海平浪静，亦可使其巨浪滔天，而这变化就在持有者的一念之间。</FONT></P>",
4757,兽灵黑暗凤鳞,9,2,3,,24,1,1,1,1,1,0,0,1,,,,6000,,,,,,,,,159,152,,,,,,,,,,,,,85,150,85,,,178,,178,,3,1,pic_a_mj_clo_09,,,a_mj_f_clo_09,a_mj_f_clo_09&a_mj_m_clo_09;a_mj_f_clo_09&a_mj_m_clo_09;a_mj_f_clo_09_01&a_mj_m_clo_09_01;a_mj_f_clo_09_01&a_mj_m_clo_09_01;a_mj_f_clo_09_02&a_mj_m_clo_09_02;a_mj_f_clo_09_02&a_mj_m_clo_09_02;a_mj_f_clo_09_02&a_mj_m_clo_09_02;a_mj_f_clo_09_03&a_mj_m_clo_09_03;a_mj_f_clo_09_03&a_mj_m_clo_09_03;a_mj_f_clo_09_03&a_mj_m_clo_09_03;a_mj_f_clo_09_04&a_mj_m_clo_09_04;,,Click_bj.wav,,,100,,,,,,,,,,,a_mj_f_clo_09,,,,,72,,,,0,,"<P><FONT color=""#00ff00"">兽灵黑暗凤鳞</FONT></P><P><FONT color=""#EE7AE9"">兽灵黑暗凤鳞手套</FONT></P><P><FONT color=""#EE7AE9"">兽灵黑暗凤鳞束腰</FONT></P><P><FONT color=""#EE7AE9"">兽灵黑暗凤鳞鞋</FONT></P><P><FONT color=""#88aadd"">苍天有金凤翱翔，地府有黑暗之凤栖息。地府黑凤目光如血，用其鳞片密织成披风，穿着之人如黑凤分身。</FONT></P>",
