WORD,int,char[20],BYTE,BYTE,RtString,char[50],struct,char[20],char[20],BYTE,DWORD,BYTE,WORD,struct,BYTE,BYTE,struct,int,int,struct,struct,bool
607,603,高级迟钝种子,1,0,命中后20秒爆发，减少移动和攻击速度25%持续15秒。,pic_skill_pet_35a,,,,0,11,,,,2,1,,1,20000,,AddEff 608,1
608,16,迟钝,1,0,减少移动和攻击速度25%,pic_skill_dbf_12,,,,0,,,,SpeedMoveR-0.25;SpeedAttackR-0.25,2,1,,1,15000,,,1
609,603,超级迟钝种子,1,0,命中后20秒爆发，减少移动和攻击速度25%持续15秒。,pic_skill_pet_35s,,,,0,11,,,,2,1,,1,10000,,AddEff 610,1
610,16,迟钝,1,0,减少移动和攻击速度25%,pic_skill_dbf_12,,,,0,,,,SpeedMoveR-0.25;SpeedAttackR-0.25,2,1,,1,15000,,,1
611,611,初级昏睡种子,1,0,命中后20秒爆发，昏睡5秒。,pic_skill_pet_36c,,,,0,11,,,,2,1,,1,20000,,AddEff 612,1
612,29,昏睡,1,0,"无法移动和攻击,被攻击状态消失",pic_skill_dbf_21,,,,0,,,,,2,1,,1,5000,,,1
613,611,中级昏睡种子,1,0,命中后20秒爆发，昏睡7秒。,pic_skill_pet_36b,,,,0,11,,,,2,1,,1,20000,,AddEff 614,1
614,29,昏睡,1,0,"无法移动和攻击,被攻击状态消失",pic_skill_dbf_21,,,,0,,,,,2,1,,1,7000,,,1
615,611,高级昏睡种子,1,0,命中后20秒爆发，昏睡10秒。,pic_skill_pet_36a,,,,0,11,,,,2,1,,1,20000,,AddEff 616,1
616,29,昏睡,1,0,"无法移动和攻击,被攻击状态消失",pic_skill_dbf_21,,,,0,,,,,2,1,,1,10000,,,1
617,611,超级昏睡种子,1,0,命中后10秒爆发，昏睡10秒。,pic_skill_pet_36s,,,,0,11,,,,2,1,,1,10000,,AddEff 618,1
618,29,昏睡,1,0,"无法移动和攻击,被攻击状态消失",pic_skill_dbf_21,,,,0,,,,,2,1,,1,10000,,,1
619,619,初级潜能种子,1,0,命中后30秒爆发，所有属性增加10%持续15秒,pic_skill_pet_37c,,,,0,28,,,,2,1,,1,30000,,AddEff 620,1
620,620,强化,1,0,所有属性增加10%，免疫衰老,pic_skill_wtf_15,,,,0,,,,DamageMaxR+0.1;DamageMinR+0.1;FireDmR+0.1;WaterDmR+0.1;PoisonDmR+0.1;PhyAbR+0.1;FireAbR+0.1;WaterAbR+0.1;PoisonAbR+0.1;MaxHPR+0.1;MaxMPR+0.1;AttackRateR+0.1;DodgeR+0.1,2,1,,1,15000,,,1
621,619,中级潜能种子,1,0,命中后30秒爆发，所有属性增加15%持续15秒,pic_skill_pet_37b,,,,0,28,,,,2,1,,1,30000,,AddEff 622,1
622,620,强化,1,0,所有属性增加15%，免疫衰老,pic_skill_wtf_15,,,,0,,,,DamageMaxR+0.15;DamageMinR+0.15;FireDmR+0.15;WaterDmR+0.15;PoisonDmR+0.15;PhyAbR+0.15;FireAbR+0.15;WaterAbR+0.15;PoisonAbR+0.15;MaxHPR+0.15;MaxMPR+0.15;AttackRateR+0.15;DodgeR+0.15,2,1,,1,15000,,,1
623,619,高级潜能种子,1,0,命中后30秒爆发，所有属性增加20%持续15秒,pic_skill_pet_37a,,,,0,28,,,,2,1,,1,30000,,AddEff 624,1
624,620,强化,1,0,所有属性增加20%，免疫衰老,pic_skill_wtf_15,,,,0,,,,DamageMaxR+0.2;DamageMinR+0.2;FireDmR+0.2;WaterDmR+0.2;PoisonDmR+0.2;PhyAbR+0.2;FireAbR+0.2;WaterAbR+0.2;PoisonAbR+0.2;MaxHPR+0.2;MaxMPR+0.2;AttackRateR+0.2;DodgeR+0.2,2,1,,1,15000,,,1
625,619,超级潜能种子,1,0,命中后20秒爆发，所有属性增加20%持续15秒,pic_skill_pet_37s,,,,0,29,,,,2,1,,1,20000,,AddEff 626,1
626,620,强化,1,0,所有属性增加20%，免疫衰老,pic_skill_wtf_15,,,,0,,,,DamageMaxR+0.2;DamageMinR+0.2;FireDmR+0.2;WaterDmR+0.2;PoisonDmR+0.2;PhyAbR+0.2;FireAbR+0.2;WaterAbR+0.2;PoisonAbR+0.2;MaxHPR+0.2;MaxMPR+0.2;AttackRateR+0.2;DodgeR+0.2,2,1,,1,15000,,,1
627,627,初级恢复种子,1,0,命中后30秒爆发，每2秒恢复生命1%持续20秒,pic_skill_pet_38c,,,,0,28,,,,2,1,,1,30000,,AddEff 628,1
628,628,恢复,1,0,每2秒恢复生命1%，免疫破坏,pic_skill_mjq_13,,,,0,,,,,2,1,,10,2000,AddCutMaxHP+0.01,,1
629,627,中级恢复种子,1,0,命中后30秒爆发，每2秒恢复生命2%持续20秒,pic_skill_pet_38b,,,,0,28,,,,2,1,,1,30000,,AddEff 630,1
630,628,恢复,1,0,每2秒恢复生命2%，免疫破坏,pic_skill_mjq_13,,,,0,,,,,2,1,,10,2000,AddCutMaxHP+0.02,,1
631,627,高级恢复种子,1,0,命中后30秒爆发，每2秒恢复生命3%持续20秒,pic_skill_pet_38a,,,,0,28,,,,2,1,,1,30000,,AddEff 632,1
632,628,恢复,1,0,每2秒恢复生命3%，免疫破坏,pic_skill_mjq_13,,,,0,,,,,2,1,,10,2000,AddCutMaxHP+0.03,,1
633,627,超级恢复种子,1,0,命中后20秒爆发，每2秒恢复生命3%持续20秒,pic_skill_pet_38s,,,,0,29,,,,2,1,,1,20000,,AddEff 634,1
634,628,恢复,1,0,每2秒恢复生命3%，免疫破坏,pic_skill_mjq_13,,,,0,,,,,2,1,,10,2000,AddCutMaxHP+0.03,,1
635,635,初级迅捷种子,1,0,命中后30秒爆发，移动和攻击速度增加15%，持续15秒,pic_skill_pet_39c,,,,0,28,,,,2,1,,1,30000,,AddEff 636,1
636,636,迅捷,1,0,移动和攻击速度增加15%，免疫迟钝,pic_skill_hjh_16,,,,0,,,,SpeedMoveR+0.15;SpeedAttackR+0.15,2,1,,1,15000,,,1
637,635,中级迅捷种子,1,0,命中后30秒爆发，移动和攻击速度增加20%，持续15秒,pic_skill_pet_39b,,,,0,28,,,,2,1,,1,30000,,AddEff 638,1
638,636,迅捷,1,0,移动和攻击速度增加15%，免疫迟钝,pic_skill_hjh_16,,,,0,,,,SpeedMoveR+0.2;SpeedAttackR+0.2,2,1,,1,15000,,,1
639,635,高级迅捷种子,1,0,命中后30秒爆发，移动和攻击速度增加25%，持续15秒,pic_skill_pet_39a,,,,0,28,,,,2,1,,1,30000,,AddEff 640,1
640,636,迅捷,1,0,移动和攻击速度增加15%，免疫迟钝,pic_skill_hjh_16,,,,0,,,,SpeedMoveR+0.25;SpeedAttackR+0.25,2,1,,1,15000,,,1
641,635,超级迅捷种子,1,0,命中后20秒爆发，移动和攻击速度增加25%，持续15秒,pic_skill_pet_39s,,,,0,29,,,,2,1,,1,20000,,AddEff 642,1
642,636,迅捷,1,0,移动和攻击速度增加15%，免疫迟钝,pic_skill_hjh_16,,,,0,,,,SpeedMoveR+0.25;SpeedAttackR+0.25,2,1,,1,15000,,,1
643,643,初级清醒种子,1,0,命中后30秒爆发，清醒5秒,pic_skill_pet_40c,,,,0,28,,,,2,1,,1,30000,,AddEff 644,1
644,644,清醒,1,0,清醒，免疫昏睡,pic_skill_ssj_04,,,,0,,,,,2,1,,1,5000,,,1
645,643,中级清醒种子,1,0,命中后30秒爆发，清醒5秒,pic_skill_pet_40b,,,,0,28,,,,2,1,,1,30000,,AddEff 646,1
646,644,清醒,1,0,清醒，免疫昏睡,pic_skill_ssj_04,,,,0,,,,,2,1,,1,5000,,,1
647,643,高级清醒种子,1,0,命中后30秒爆发，清醒5秒,pic_skill_pet_40a,,,,0,28,,,,2,1,,1,30000,,AddEff 648,1
648,644,清醒,1,0,清醒，免疫昏睡,pic_skill_ssj_04,,,,0,,,,,2,1,,1,5000,,,1
649,643,超级清醒种子,1,0,命中后20秒爆发，清醒5秒,pic_skill_pet_40s,,,,0,29,,,,2,1,,1,20000,,AddEff 650,1
650,644,清醒,1,0,清醒，免疫昏睡,pic_skill_ssj_04,,,,0,,,,,2,1,,1,5000,,,1
651,26,弱化,1,0,物伤降低15%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.15;DamageMinR-0.15,2,1,,1,5000,,,1
652,26,弱化,1,0,物伤降低20%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.2;DamageMinR-0.2,2,1,,1,5000,,,1
653,26,弱化,1,0,物伤降低25%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.25;DamageMinR-0.25,2,1,,1,5000,,,1
654,24,虚无,1,0,无法使用普通攻击，无法与技能封禁同时存在,pic_skill_dbf_10,,skill_debuf19,Bone99,0,11,,,StateNAttack 1,2,1,,1,15000,,,1
655,655,慑魂,1,0,火、水、毒伤降低15%,pic_skill_dbf_15,,skill_debuf16,Bone99,0,11,,,FireDmR-0.15;WaterDmR-0.15;PoisonDmR-0.15,2,1,,1,5000,,,1
656,655,慑魂,1,0,火、水、毒伤降低20%,pic_skill_dbf_15,,skill_debuf16,Bone99,0,11,,,FireDmR-0.2;WaterDmR-0.2;PoisonDmR-0.2,2,1,,1,5000,,,1
657,655,慑魂,1,0,火、水、毒伤降低25%,pic_skill_dbf_15,,skill_debuf16,Bone99,0,11,,,FireDmR-0.25;WaterDmR-0.25;PoisonDmR-0.25,2,1,,1,5000,,,1
658,17,技能封禁,1,0,无法使用技能攻击，无法与虚无同时存在,pic_skill_mjz_04,,skill_debuf7,Bone99,0,11,,,StateUseSkill 1,2,1,,1,15000,,,1
659,659,影子,1,0,物理免伤50%,pic_skill_pet_43c,,,,0,28,,,PhyAb+0.5,2,1,,1,10000,,,1
660,659,影子,1,0,物理免伤70%,pic_skill_pet_43b,,,,0,28,,,PhyAb+0.7,2,1,,1,10000,,,1
661,659,影子,1,0,物理免伤100%,pic_skill_pet_43a,,,,0,28,,,PhyAb+1,2,1,,1,10000,,,1
662,659,影子,1,0,物理免伤100%,pic_skill_pet_43s,,,,0,29,,,PhyAb+1,2,1,,1,10000,,,1
667,26,弱化,1,0,物伤降低15%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.15;DamageMinR-0.15,2,1,,1,10000,,,1
668,26,弱化,1,0,物伤降低20%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.2;DamageMinR-0.2,2,1,,1,10000,,,1
669,26,弱化,1,0,物伤降低25%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.25;DamageMinR-0.25,2,1,,1,10000,,,1
670,26,弱化,1,0,物伤降低25%;火、水、毒伤降低25%,pic_skill_dbf_14,,skill_debuf13,Bone99,0,11,,,DamageMaxR-0.25;DamageMinR-0.25;FireDmR-0.25;WaterDmR-0.25;PoisonDmR-0.25,2,1,,1,10000,,,1
671,671,生命凋零,1,0,生命减少1%/秒,pic_skill_mjz_22,,,,0,11,,,,2,1,,5,1000,HPR-0.01,,1
672,671,生命凋零,1,0,生命减少2%/秒,pic_skill_mjz_22,,,,0,11,,,,2,1,,5,1000,HPR-0.02,,1
673,671,生命凋零,1,0,生命减少3%/秒,pic_skill_mjz_22,,,,0,11,,,,2,1,,5,1000,HPR-0.03,,1
674,671,生命凋零,1,0,生命减少3%/秒,pic_skill_mjz_22,,,,0,11,,,,2,1,,5,1000,HPR-0.03,,1
675,675,恐惧,1,0,无法攻击和使用技能,pic_skill_dbf_08,,,,0,11,,,StateUseSkill 1;StateNAttack 1,2,1,,1,5000,,,1
676,676,战魂,1,0,主人生命上限、物伤、物防增加5%,pic_skill_wtf_15,,,,0,12,,,MaxHPR+0.05;DamageMaxR+0.05;DamageMinR+0.05;PhyAbR+0.05,1,1,,1,30000,,,1
677,676,战魂,1,0,主人生命上限、物伤、物防增加10%,pic_skill_wtf_15,,,,0,12,,,MaxHPR+0.1;DamageMaxR+0.1;DamageMinR+0.1;PhyAbR+0.1,1,1,,1,30000,,,1
678,676,战魂,1,0,主人生命上限、物伤、物防增加15%,pic_skill_wtf_15,,,,0,12,,,MaxHPR+0.15;DamageMaxR+0.15;DamageMinR+0.15;PhyAbR+0.15,1,1,,1,30000,,,1
679,676,战魂,1,0,主人生命上限、物伤、物防增加15%、免疫晕眩,pic_skill_wtf_15,,,,0,12,,,MaxHPR+0.15;DamageMaxR+0.15;DamageMinR+0.15;PhyAbR+0.15,1,1,,1,30000,,,1
680,680,刀魂,1,0,主人生命上限、火伤、火防增加5%,pic_skill_ssl_06,,,,0,12,,,MaxHPR+0.05;FireDmR+0.05;FireArR+0.05,1,1,,1,30000,,,1
681,680,刀魂,1,0,主人生命上限、火伤、火防增加10%,pic_skill_ssl_06,,,,0,12,,,MaxHPR+0.1;FireDmR+0.1;FireArR+0.1,1,1,,1,30000,,,1
682,680,刀魂,1,0,主人生命上限、火伤、火防增加15%,pic_skill_ssl_06,,,,0,12,,,MaxHPR+0.15;FireDmR+0.15;FireArR+0.15,1,1,,1,30000,,,1
683,680,刀魂,1,0,主人生命上限、火伤、火防增加15%、免疫暴烈一击,pic_skill_ssl_06,,,,0,12,,,MaxHPR+0.15;FireDmR+0.15;FireArR+0.15;ResistZXC 100,1,1,,1,30000,,,1
684,603,迟钝,1,0,移动速度降低30%,pic_skill_dbf_04,,,,0,11,,,SpeedMoveR-0.3,2,1,,1,5000,,,1
685,603,迟钝,1,0,移动速度降低30%,pic_skill_dbf_04,,,,0,11,,,SpeedMoveR-0.3,2,1,,1,10000,,,1
686,686,剑灵,1,0,主人生命上限、水伤、水防增加5%,pic_skill_ssj_16,,,,0,12,,,MaxHPR+0.05;WaterDmR+0.05;WaterArR+0.05,1,1,,1,30000,,,1
687,686,剑灵,1,0,主人生命上限、水伤、水防增加10%,pic_skill_ssj_16,,,,0,12,,,MaxHPR+0.1;WaterDmR+0.1;WaterArR+0.1,1,1,,1,30000,,,1
688,686,剑灵,1,0,主人生命上限、水伤、水防增加15%,pic_skill_ssj_16,,,,0,12,,,MaxHPR+0.15;WaterDmR+0.15;WaterArR+0.15,1,1,,1,30000,,,1
689,686,剑灵,1,0,主人生命上限、水伤、水防增加15%、免疫迟钝,pic_skill_ssj_16,,,,0,12,,,MaxHPR+0.15;WaterDmR+0.15;WaterArR+0.15,1,1,,1,30000,,,1
690,595,生命凋零,1,0,生命减少1%/秒持续5秒,pic_skill_mjz_22,,,,0,11,,,SpeedMoveR-0.3,2,1,,5,1000,HPR-0.01,,1
691,595,生命凋零,1,0,生命减少1%/秒持续10秒,pic_skill_mjz_22,,,,0,11,,,SpeedMoveR-0.3,2,1,,10,1000,HPR-0.01,,1
692,692,毒枪,1,0,主人生命上限、毒伤、毒防增加5%,pic_skill_hjh_17,,,,0,12,,,MaxHPR+0.05;PoisonDmR+0.05;PoisonArR+0.05,1,1,,1,30000,,,1
693,692,毒枪,1,0,主人生命上限、毒伤、毒防增加10%,pic_skill_hjh_17,,,,0,12,,,MaxHPR+0.1;PoisonDmR+0.1;PoisonArR+0.1,1,1,,1,30000,,,1
694,692,毒枪,1,0,主人生命上限、毒伤、毒防增加15%,pic_skill_hjh_17,,,,0,12,,,MaxHPR+0.15;PoisonDmR+0.15;PoisonArR+0.15,1,1,,1,30000,,,1
695,692,毒枪,1,0,主人生命上限、毒伤、毒防增加15%、免疫流血,pic_skill_hjh_17,,,,0,12,,,MaxHPR+0.15;PoisonDmR+0.15;PoisonArR+0.15,1,1,,1,30000,,,1
701,701,冰之守护,1,0,九尾妖狐的护体寒光,,,,,1,11,,160,,2,,,0,2000,AddEff 702,,1
702,702,爆炸光波,1,0,疯狂的爆炸,,,binglingbeiji,Bip01 L Foot,0,,,,,2,,,1,2000,HP -50 1,,1
703,703,眩晕,1,0,眩晕3秒,pic_skill_dbf_06,,skill_debuf5,Bone99,0,3,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,,,1,5000,,,1
704,704,命中提高,1,0,提高命中50%,pic_skill_ssj_04,,,,0,4,,,,1,,,1,30000,,,1
710,710,宠物食物,1,0,恢复生命10点/秒,pic_skill_ts_02,,,,0,4,,,,1,,,20,1000,HP 10 1,,1
711,711,宠物食物,1,0,恢复生命20点/秒,pic_skill_ts_02,,,,0,4,,,,1,,,20,1000,HP 20 1,,1
712,712,宠物食物,1,0,恢复生命40点/秒,pic_skill_ts_02,,,,0,4,,,,1,,,20,1000,HP 40 1,,1
713,713,宠物食物,1,0,恢复生命80点/秒,pic_skill_ts_02,,,,0,4,,,,1,,,20,1000,HP 80 1,,1
714,714,宠物食物,1,0,恢复法力15点/秒,pic_skill_ts_04,,,,0,4,,,,1,,,20,1000,MP+15,,1
715,715,宠物食物,1,0,恢复法力30点/秒,pic_skill_ts_04,,,,0,4,,,,1,,,20,1000,MP+30,,1
716,716,宠物食物,1,0,恢复法力60点/秒,pic_skill_ts_04,,,,0,4,,,,1,,,20,1000,MP+60,,1
717,717,宠物食物,1,0,恢复法力120点/秒,pic_skill_ts_04,,,,0,4,,,,1,,,20,1000,MP+120,,1
801,801,肉包子的美味,1,0,快速恢复生命,,,,,1,14,,150,,0,,,0,2000,AddEff 802,,1
802,802,肉包子的美味,1,0,快速恢复生命和法力,,,eff_addhp,root,0,,,,,0,1,,1,3000,HP 100 1;MP+100,,1
1001,101,回生诀,1,0,增加生命恢复速度5/3秒,pic_skill_ts_02,,ts2,root,0,3,,,,1,,,0,3000,HP 5 0,,1
1002,101,回生诀,2,0,增加生命恢复速度8/3秒,pic_skill_ts_02,,ts2,root,0,3,,,,1,,,0,3000,HP 8 0,,1
1003,101,回生诀,3,0,增加生命恢复速度12/3秒,pic_skill_ts_02,,ts2,root,0,3,,,,1,,,0,3000,HP 12 0,,1
1004,101,回生诀,4,0,增加生命恢复速度15/3秒,pic_skill_ts_02,,ts2,root,0,3,,,,1,,,0,3000,HP 15 0,,1
1005,101,回生诀,5,0,增加生命恢复速度20/3秒,pic_skill_ts_02,,ts2,root,0,3,,,,1,,,0,3000,HP 20 0,,1
1006,102,回气诀,1,0,增加法力恢复速度8/3秒,pic_skill_ts_04,,ts2,root,0,3,,,,1,,,0,3000,MP+8,,1
1007,102,回气诀,2,0,增加法力恢复速度12/3秒,pic_skill_ts_04,,ts2,root,0,3,,,,1,,,0,3000,MP+12,,1
1008,102,回气诀,3,0,增加法力恢复速度16/3秒,pic_skill_ts_04,,ts2,root,0,3,,,,1,,,0,3000,MP+16,,1
1009,102,回气诀,4,0,增加法力恢复速度20/3秒,pic_skill_ts_04,,ts2,root,0,3,,,,1,,,0,3000,MP+20,,1
1010,102,回气诀,5,0,增加法力恢复速度24/3秒,pic_skill_ts_04,,ts2,root,0,3,,,,1,,,0,3000,MP+24,,1
1011,103,炼体,1,0,增加生命上限5%,pic_skill_ts_01,,ts1,root,0,3,,,,1,,,0,1000,,,1
1012,103,炼体,2,0,增加生命上限7%,pic_skill_ts_01,,ts1,root,0,3,,,,1,,,0,1000,,,1
1013,103,炼体,3,0,增加生命上限9%,pic_skill_ts_01,,ts1,root,0,3,,,,1,,,0,1000,,,1
1014,103,炼体,4,0,增加生命上限12%,pic_skill_ts_01,,ts1,root,0,3,,,,1,,,0,1000,,,1
1015,103,炼体,5,0,增加生命上限15%,pic_skill_ts_01,,ts1,root,0,3,,,,1,,,0,1000,,,1
1016,104,炼神,1,0,增加法力上限5%,pic_skill_ts_03,,ts1,root,0,3,,,,1,,,0,1000,,,1
1017,104,炼神,2,0,增加法力上限7%,pic_skill_ts_03,,ts1,root,0,3,,,,1,,,0,1000,,,1
1018,104,炼神,3,0,增加法力上限9%,pic_skill_ts_03,,ts1,root,0,3,,,,1,,,0,1000,,,1
1019,104,炼神,4,0,增加法力上限12%,pic_skill_ts_03,,ts1,root,0,3,,,,1,,,0,1000,,,1
1020,104,炼神,5,0,增加法力上限15%,pic_skill_ts_03,,ts1,root,0,3,,,,1,,,0,1000,,,1
1021,105,铁壁,1,0,增加物理防御5%,pic_skill_ts_11,,ts1,root,0,3,,,,1,,,0,1000,,,1
1022,105,铁壁,2,0,增加物理防御7%,pic_skill_ts_11,,ts1,root,0,3,,,,1,,,0,1000,,,1
1023,105,铁壁,3,0,增加物理防御9%,pic_skill_ts_11,,ts1,root,0,3,,,,1,,,0,1000,,,1
1024,105,铁壁,4,0,增加物理防御12%,pic_skill_ts_11,,ts1,root,0,3,,,,1,,,0,1000,,,1
1025,105,铁壁,5,0,增加物理防御15%,pic_skill_ts_11,,ts1,root,0,3,,,,1,,,0,1000,,,1
1026,106,魂体替身,1,0,增加暴击抵抗率3%,pic_skill_ts_06,,ts2,root,0,3,,,,1,,,0,1000,,,1
1027,106,魂体替身,2,0,增加暴击抵抗率5%,pic_skill_ts_06,,ts2,root,0,3,,,,1,,,0,1000,,,1
1028,106,魂体替身,3,0,增加暴击抵抗率7%,pic_skill_ts_06,,ts2,root,0,3,,,,1,,,0,1000,,,1
1029,106,魂体替身,4,0,增加暴击抵抗率9%,pic_skill_ts_06,,ts2,root,0,3,,,,1,,,0,1000,,,1
1030,106,魂体替身,5,0,增加暴击抵抗率12%,pic_skill_ts_06,,ts2,root,0,3,,,,1,,,0,1000,,,1
1031,107,强攻,1,0,增加物理伤害3%,pic_skill_ts_12,,ts1,root,0,3,,,,1,,,0,1000,,,1
1032,107,强攻,2,0,增加物理伤害5%,pic_skill_ts_12,,ts1,root,0,3,,,,1,,,0,1000,,,1
1033,107,强攻,3,0,增加物理伤害7%,pic_skill_ts_12,,ts1,root,0,3,,,,1,,,0,1000,,,1
1034,107,强攻,4,0,增加物理伤害9%,pic_skill_ts_12,,ts1,root,0,3,,,,1,,,0,1000,,,1
1035,107,强攻,5,0,增加物理伤害12%,pic_skill_ts_12,,ts1,root,0,3,,,,1,,,0,1000,,,1
1036,108,会心一击,1,0,增加会心一击率3%,pic_skill_ts_18,,ts2,root,0,3,,,,1,,,0,1000,,,1
1037,108,会心一击,2,0,增加会心一击率5%,pic_skill_ts_18,,ts2,root,0,3,,,,1,,,0,1000,,,1
1038,108,会心一击,3,0,增加会心一击率7%,pic_skill_ts_18,,ts2,root,0,3,,,,1,,,0,1000,,,1
1039,108,会心一击,4,0,增加会心一击率10%,pic_skill_ts_18,,ts2,root,0,3,,,,1,,,0,1000,,,1
1040,108,会心一击,5,0,增加会心一击率12%,pic_skill_ts_18,,ts2,root,0,3,,,,1,,,0,1000,,,1
1041,109,三元杀,1,0,增加元素攻击3%,pic_skill_ts_13,,ts1,root,0,3,,,,1,,,0,1000,,,1
1042,109,三元杀,2,0,增加元素攻击5%,pic_skill_ts_13,,ts1,root,0,3,,,,1,,,0,1000,,,1
1043,109,三元杀,3,0,增加元素攻击7%,pic_skill_ts_13,,ts1,root,0,3,,,,1,,,0,1000,,,1
1044,109,三元杀,4,0,增加元素攻击9%,pic_skill_ts_13,,ts1,root,0,3,,,,1,,,0,1000,,,1
1045,109,三元杀,5,0,增加元素攻击12%,pic_skill_ts_13,,ts1,root,0,3,,,,1,,,0,1000,,,1
1046,110,心剑梵天,1,0,增加技能暴击率2%,pic_skill_ts_20,,ts2,root,0,3,,,,1,,,0,1000,,,1
1047,110,心剑梵天,2,0,增加技能暴击率3%,pic_skill_ts_20,,ts2,root,0,3,,,,1,,,0,1000,,,1
1048,110,心剑梵天,3,0,增加技能暴击率5%,pic_skill_ts_20,,ts2,root,0,3,,,,1,,,0,1000,,,1
1049,110,心剑梵天,4,0,增加技能暴击率7%,pic_skill_ts_20,,ts2,root,0,3,,,,1,,,0,1000,,,1
1050,110,心剑梵天,5,0,增加技能暴击率10%,pic_skill_ts_20,,ts2,root,0,3,,,,1,,,0,1000,,,1
1051,111,三元御,1,0,增加元素防御5%,pic_skill_ts_14,,ts1,root,0,3,,,,1,,,0,1000,,,1
1052,111,三元御,2,0,增加元素防御7%,pic_skill_ts_14,,ts1,root,0,3,,,,1,,,0,1000,,,1
1053,111,三元御,3,0,增加元素防御9%,pic_skill_ts_14,,ts1,root,0,3,,,,1,,,0,1000,,,1
1054,111,三元御,4,0,增加元素防御12%,pic_skill_ts_14,,ts1,root,0,3,,,,1,,,0,1000,,,1
1055,111,三元御,5,0,增加元素防御15%,pic_skill_ts_14,,ts1,root,0,3,,,,1,,,0,1000,,,1
1056,112,心魔壁障,1,0,增加异常状态抵抗率5%,pic_skill_ts_05,,ts2,root,0,3,,,,1,,,0,1000,,,1
1057,112,心魔壁障,2,0,增加异常状态抵抗率7%,pic_skill_ts_05,,ts2,root,0,3,,,,1,,,0,1000,,,1
1058,112,心魔壁障,3,0,增加异常状态抵抗率9%,pic_skill_ts_05,,ts2,root,0,3,,,,1,,,0,1000,,,1
1059,112,心魔壁障,4,0,增加异常状态抵抗率12%,pic_skill_ts_05,,ts2,root,0,3,,,,1,,,0,1000,,,1
1060,112,心魔壁障,5,0,增加异常状态抵抗率15%,pic_skill_ts_05,,ts2,root,0,3,,,,1,,,0,1000,,,1
1061,113,劈星斩月,1,0,增加攻击速度3%,pic_skill_ts_07,,ts1,root,0,3,,,,1,,,0,1000,,,1
1062,113,劈星斩月,2,0,增加攻击速度5%,pic_skill_ts_07,,ts1,root,0,3,,,,1,,,0,1000,,,1
1063,113,劈星斩月,3,0,增加攻击速度7%,pic_skill_ts_07,,ts1,root,0,3,,,,1,,,0,1000,,,1
1064,113,劈星斩月,4,0,增加攻击速度9%,pic_skill_ts_07,,ts1,root,0,3,,,,1,,,0,1000,,,1
1065,113,劈星斩月,5,0,增加攻击速度12%,pic_skill_ts_07,,ts1,root,0,3,,,,1,,,0,1000,,,1
1066,114,仙风云体,1,0,增加移动速度2%,pic_skill_ts_08,,ts2,root,0,3,,,,1,,,0,1000,,,1
1067,114,仙风云体,2,0,增加移动速度3%,pic_skill_ts_08,,ts2,root,0,3,,,,1,,,0,1000,,,1
1068,114,仙风云体,3,0,增加移动速度5%,pic_skill_ts_08,,ts2,root,0,3,,,,1,,,0,1000,,,1
1069,114,仙风云体,4,0,增加移动速度7%,pic_skill_ts_08,,ts2,root,0,3,,,,1,,,0,1000,,,1
1070,114,仙风云体,5,0,增加移动速度10%,pic_skill_ts_08,,ts2,root,0,3,,,,1,,,0,1000,,,1
1071,115,不灭神体,1,0,大幅度增加生命上限10%,pic_skill_ts_15,,ts3,root,0,3,,,,1,,,0,1000,,,1
1072,115,不灭神体,2,0,大幅度增加生命上限15%,pic_skill_ts_15,,ts3,root,0,3,,,,1,,,0,1000,,,1
1073,115,不灭神体,3,0,大幅度增加生命上限20%,pic_skill_ts_15,,ts3,root,0,3,,,,1,,,0,1000,,,1
1074,115,不灭神体,4,0,大幅度增加生命上限25%,pic_skill_ts_15,,ts3,root,0,3,,,,1,,,0,1000,,,1
1075,115,不灭神体,5,0,大幅度增加生命上限30%,pic_skill_ts_15,,ts3,root,0,3,,,,1,,,0,1000,,,1
1076,116,紫蕴神灵,1,0,大幅度增加法力上限10%,pic_skill_ts_16,,ts3,root,0,3,,,,1,,,0,1000,,,1
1077,116,紫蕴神灵,2,0,大幅度增加法力上限15%,pic_skill_ts_16,,ts3,root,0,3,,,,1,,,0,1000,,,1
1078,116,紫蕴神灵,3,0,大幅度增加法力上限20%,pic_skill_ts_16,,ts3,root,0,3,,,,1,,,0,1000,,,1
1079,116,紫蕴神灵,4,0,大幅度增加法力上限25%,pic_skill_ts_16,,ts3,root,0,3,,,,1,,,0,1000,,,1
1080,116,紫蕴神灵,5,0,大幅度增加法力上限30%,pic_skill_ts_16,,ts3,root,0,3,,,,1,,,0,1000,,,1
1081,117,玄武降世,1,0,大幅度增加物理防御10%,pic_skill_ts_17,,ts3,root,0,3,,,,1,,,0,1000,,,1
