ID,合成类型,成品,名字,等级,技能等级,材料,材料数量,幸运石,说明,白色几率,绿色几率,蓝色几率,金色几率,失败几率,失败产品,强化概率,需求银币
2606,4,2606,妖丝之触  需要铸甲术：6级,25,6,7206;7606,18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,4500
2607,4,2607,返阴归虚  需要铸甲术：7级,30,7,7207;7607,21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,6000
2608,4,2608,紫焰袭  需要铸甲术：8级,35,8,7208;7608,24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,7500
2609,4,2609,黑暗凤鳞  需要铸甲术：9级,40,9,7209;7609,27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,9000
2610,4,2610,暗龙之瞳  需要铸甲术：10级,45,10,7210;7610,30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,12000
2611,4,2611,判官锁  需要铸甲术：11级,50,11,7210;7610,30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.2,0.12,0,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,18000
2621,4,2621,清心护手  需要铸甲术：1级,1,1,7201;7601,1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,15
2622,4,2622,迷离手套  需要铸甲术：2级,5,2,7202;7602,2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
2623,4,2623,古溯护腕  需要铸甲术：3级,10,3,7203;7603,3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
2624,4,2624,碧水青云护腕  需要铸甲术：4级,15,4,7204;7604,4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
2625,4,2625,魔音缠手  需要铸甲术：5级,20,5,7205;7605,6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1200
2626,4,2626,妖丝之触护手  需要铸甲术：6级,25,6,7206;7606,7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1800
2627,4,2627,返阴归虚护手  需要铸甲术：7级,30,7,7207;7607,8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2400
2628,4,2628,紫焰袭护手  需要铸甲术：8级,35,8,7208;7608,9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,3000
2629,4,2629,黑暗凤鳞手套  需要铸甲术：9级,40,9,7209;7609,10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,3600
2630,4,2630,暗龙之瞳护腕  需要铸甲术：10级,45,10,7210;7610,12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,4800
2631,4,2631,判官护手  需要铸甲术：11级,50,11,7210;7610,12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.2,0.12,0,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,7200
2641,4,2641,清心束腰  需要铸甲术：1级,1,1,7201;7601,1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,22
2642,4,2642,迷离腰带  需要铸甲术：2级,5,2,7202;7602,3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,45
2643,4,2643,古溯束腰  需要铸甲术：3级,10,3,7203;7603,4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,90
2644,4,2644,碧水青云腰带  需要铸甲术：4级,15,4,7204;7604,6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,270
2645,4,2645,魔音缠腰  需要铸甲术：5级,20,5,7205;7605,7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1800
2646,4,2646,妖丝之触束腰  需要铸甲术：6级,25,6,7206;7606,9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2700
2647,4,2647,返阴归虚腰带  需要铸甲术：7级,30,7,7207;7607,10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,3600
2648,4,2648,紫焰袭腰带  需要铸甲术：8级,35,8,7208;7608,12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,4500
2649,4,2649,黑暗凤鳞束腰  需要铸甲术：9级,40,9,7209;7609,13;13,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,5400
2650,4,2650,暗龙之瞳束腰  需要铸甲术：10级,45,10,7210;7610,12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,7200
2651,4,2651,判官锁腰带  需要铸甲术：11级,50,11,7210;7610,12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.2,0.12,0,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,10800
2661,4,2661,清心鞋  需要铸甲术：1级,1,1,7201;7601,1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,25
2662,4,2662,迷离鞋  需要铸甲术：2级,5,2,7202;7602,3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
2663,4,2663,古溯鞋  需要铸甲术：3级,10,3,7203;7603,5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
2664,4,2664,碧水青云鞋  需要铸甲术：4级,15,4,7204;7604,7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,300
2665,4,2665,魔音缠足  需要铸甲术：5级,20,5,7205;7605,9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2000
2666,4,2666,妖丝之触鞋  需要铸甲术：6级,25,6,7206;7606,10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,3000
2667,4,2667,返阴归虚鞋  需要铸甲术：7级,30,7,7207;7607,12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,4000
2668,4,2668,紫焰袭鞋  需要铸甲术：8级,35,8,7208;7608,14;14,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,5000
2669,4,2669,黑暗凤鳞鞋  需要铸甲术：9级,40,9,7209;7609,16;16,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,6000
2670,4,2670,暗龙之瞳足衣  需要铸甲术：10级,45,10,7210;7610,18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,8000
2671,4,2671,判官鞋  需要铸甲术：11级,50,11,7210;7610,18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.2,0.12,0,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,12000
3000,4,5212,皮甲  需要铸甲术：1级,1,1,7201;7601,2;1,,,1,0,0,0,0,,1;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,0
,,,,,,,,,,,,,,,,,
1001,1,4401,仙品桃木飞剑  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1002,1,4441,仙品青罡  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1003,1,4481,仙品御风  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1004,1,4521,仙品玄铁  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1005,1,4561,仙品墨炎  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1006,1,4601,仙品灭魂  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1007,1,4641,仙品蝉翼  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1008,1,4681,仙品紫电  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1009,1,4721,仙品清霜  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1010,1,4761,仙品问天  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1021,1,4406,仙品护身轮  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1022,1,4446,仙品新月轮  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1023,1,4486,仙品金光轮  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1024,1,4526,仙品玄冰轮  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1025,1,4566,仙品鸾飞轮  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1026,1,4606,仙品冷月轮  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1027,1,4646,仙品墨刃轮  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1028,1,4686,仙品皓月轮  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1029,1,4726,仙品冰精轮  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1030,1,4766,仙品净月破空轮  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1041,1,4411,仙品蚕丝  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1042,1,4451,仙品迎风  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1043,1,4491,仙品柳秀  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1044,1,4531,仙品清泉  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1045,1,4571,仙品蛾眉  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1046,1,4611,仙品燕鸣  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1047,1,4651,仙品鹰毫  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1048,1,4691,仙品浮云  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1049,1,4731,仙品苍穹  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1050,1,4771,仙品星海  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1061,1,4416,仙品凝元  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1062,1,4456,仙品两仪  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1063,1,4496,仙品青霜  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1064,1,4536,仙品风火  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1065,1,4576,仙品离弦  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1066,1,4616,仙品麋相  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1067,1,4656,仙品赤蛇  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1068,1,4696,仙品天泉  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1069,1,4736,仙品画影  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1070,1,4776,仙品云蝶  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1081,1,4421,仙品裂甲  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1082,1,4461,仙品龙吟  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1083,1,4501,仙品炙阳  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1084,1,4541,仙品鹤鸣  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1085,1,4581,仙品天惊  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1086,1,4621,仙品巽雷  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1087,1,4661,仙品嗜魂魔斧  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1088,1,4701,仙品五阴魔血斧  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1089,1,4741,仙品翔龙火羽斧  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1090,1,4781,仙品无悔斧  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1101,1,4426,仙品石杵  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1102,1,4466,仙品力擎  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1103,1,4506,仙品八封塔  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1104,1,4546,仙品五行阵  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1105,1,4586,仙品四大皆空  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1106,1,4626,仙品万宗朝佛  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1107,1,4666,仙品开山裂碑  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1108,1,4706,仙品猛虎降  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1109,1,4746,仙品盘龙升  需要铸兵术：9级,40,9,7009;7039;7509,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1110,1,4786,仙品镇魂舞  需要铸兵术：10级,45,10,7010;7040;7510,10;10;10,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1121,1,4431,仙品桃木杖  需要铸兵术：1级,1,1,7001;7031;7501,1;1;1,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
1122,1,4471,仙品青龙木杖  需要铸兵术：2级,5,2,7002;7032;7502,2;2;2,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,140
1123,1,4511,仙品黑檀木杖  需要铸兵术：3级,10,3,7003;7033;7503,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,420
1124,1,4551,仙品幽冥杖  需要铸兵术：4级,15,4,7004;7034;7504,4;4;4,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1125,1,4591,仙品降妖杖  需要铸兵术：5级,20,5,7005;7035;7505,5;5;5,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1126,1,4631,仙品泉灵杖  需要铸兵术：6级,25,6,7006;7036;7506,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1127,1,4671,仙品云顶杖  需要铸兵术：7级,30,7,7007;7037;7507,7;7;7,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
1128,1,4711,仙品五雷杖  需要铸兵术：8级,35,8,7008;7038;7508,8;8;8,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2800
